#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	109750	107826	98.25	87	0.08	59	0.05	156	0.14	1622	1.48
Ecoli	109750	109750	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	109750	109750	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	109750	109750	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	109750	109692	99.95	0	0.00	0	0.00	9	0.01	49	0.04
Bacteria_24k	109750	108556	98.92	26	0.02	42	0.04	89	0.08	1037	0.94
Protists_1k	109750	106945	97.44	226	0.21	435	0.40	66	0.06	2078	1.89
Viruses	109750	108580	98.94	1	0.00	109	0.10	148	0.13	912	0.83
Fungi_RefSeq_release	109750	107886	98.30	43	0.04	22	0.02	179	0.16	1620	1.48
Coral	109750	108762	99.10	7	0.01	4	0.00	93	0.08	884	0.81
Bird	109750	108364	98.73	46	0.04	7	0.01	261	0.24	1072	0.98
Plant	109750	108741	99.08	11	0.01	1	0.00	127	0.12	870	0.79

%Hit_no_genomes: 96.95
