#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3282911	3241646	98.73	2493	0.08	518	0.02	4546	0.14	33708	1.03
Ecoli	3282911	3282883	100.00	0	0.00	0	0.00	9	0.00	19	0.00
PhiX	3282911	3282911	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3282911	3282907	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	3282911	3280734	99.93	0	0.00	1	0.00	250	0.01	1926	0.06
Bacteria_24k	3282911	3239198	98.66	5784	0.18	7769	0.24	2303	0.07	27857	0.85
Protists_1k	3282911	3215740	97.95	8708	0.27	9074	0.28	5257	0.16	44132	1.34
Viruses	3282911	3260539	99.32	67	0.00	17	0.00	1931	0.06	20357	0.62
Fungi_RefSeq_release	3282911	3242836	98.77	1491	0.05	273	0.01	4895	0.15	33416	1.02
Coral	3282911	3254528	99.13	325	0.01	51	0.00	3178	0.10	24829	0.76
Bird	3282911	3250505	99.01	842	0.03	108	0.00	4269	0.13	27187	0.83
Plant	3282911	3259002	99.27	306	0.01	55	0.00	2831	0.09	20717	0.63

%Hit_no_genomes: 97.27
