#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	200167	194864	97.35	1916	0.96	494	0.25	227	0.11	2666	1.33
Ecoli	200167	200118	99.98	0	0.00	0	0.00	29	0.01	20	0.01
PhiX	200167	200167	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	200167	200167	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	200167	199966	99.90	3	0.00	5	0.00	13	0.01	180	0.09
Bacteria_24k	200167	180942	90.39	5290	2.64	6779	3.39	637	0.32	6519	3.26
Protists_1k	200167	189148	94.50	1548	0.77	676	0.34	2969	1.48	5826	2.91
Viruses	200167	198626	99.23	34	0.02	33	0.02	223	0.11	1251	0.62
Fungi_RefSeq_release	200167	197272	98.55	127	0.06	35	0.02	531	0.27	2202	1.10
Coral	200167	198530	99.18	12	0.01	4	0.00	166	0.08	1455	0.73
Bird	200167	198226	99.03	38	0.02	6	0.00	236	0.12	1661	0.83
Plant	200167	198799	99.32	11	0.01	1	0.00	168	0.08	1188	0.59

%Hit_no_genomes: 87.03
