#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	222572	218310	98.09	183	0.08	93	0.04	263	0.12	3723	1.67
Ecoli	222572	222572	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	222572	222572	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	222572	222571	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	222572	222443	99.95	0	0.00	0	0.00	11	0.00	118	0.05
Bacteria_24k	222572	218585	98.22	329	0.15	566	0.25	255	0.11	2837	1.27
Protists_1k	222572	215973	97.04	555	0.25	886	0.40	321	0.14	4837	2.17
Viruses	222572	220011	98.84	20	0.01	57	0.03	331	0.15	2153	0.97
Fungi_RefSeq_release	222572	218338	98.10	90	0.04	54	0.02	361	0.16	3729	1.68
Coral	222572	220218	98.94	13	0.01	4	0.00	199	0.09	2138	0.96
Bird	222572	219380	98.56	85	0.04	19	0.01	425	0.19	2663	1.20
Plant	222572	220316	98.99	9	0.00	1	0.00	218	0.10	2028	0.91

%Hit_no_genomes: 96.29
