#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1251021	1205172	96.33	1234	0.10	814	0.07	1415	0.11	42386	3.39
Ecoli	1251021	1250971	100.00	0	0.00	0	0.00	18	0.00	32	0.00
PhiX	1251021	1251021	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1251021	1251016	100.00	0	0.00	0	0.00	1	0.00	4	0.00
Vectors	1251021	1250597	99.97	2	0.00	0	0.00	39	0.00	383	0.03
Bacteria_24k	1251021	1193626	95.41	5514	0.44	10103	0.81	2251	0.18	39527	3.16
Protists_1k	1251021	1186493	94.84	3194	0.26	5869	0.47	3799	0.30	51666	4.13
Viruses	1251021	1216609	97.24	80	0.01	574	0.05	2458	0.20	31300	2.50
Fungi_RefSeq_release	1251021	1205281	96.34	400	0.03	219	0.02	2021	0.16	43100	3.45
Coral	1251021	1217298	97.31	60	0.00	20	0.00	1411	0.11	32232	2.58
Bird	1251021	1213249	96.98	326	0.03	60	0.00	3128	0.25	34258	2.74
Plant	1251021	1221623	97.65	50	0.00	10	0.00	1869	0.15	27469	2.20

%Hit_no_genomes: 93.24
