#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	784238	782269	99.75	151	0.02	45	0.01	172	0.02	1601	0.20
Ecoli	784238	783959	99.97	0	0.00	0	0.00	32	0.00	247	0.03
PhiX	784238	784238	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	784238	784238	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	784238	783971	99.97	1	0.00	0	0.00	9	0.00	257	0.03
Bacteria_24k	784238	545111	69.52	51631	6.58	94220	12.01	12427	1.58	80849	10.31
Protists_1k	784238	657133	83.79	26425	3.37	7263	0.93	43389	5.53	50028	6.38
Viruses	784238	776003	98.95	3974	0.51	50	0.01	2467	0.31	1744	0.22
Fungi_RefSeq_release	784238	779296	99.37	112	0.01	11	0.00	2662	0.34	2157	0.28
Coral	784238	782948	99.84	10	0.00	0	0.00	180	0.02	1100	0.14
Bird	784238	782726	99.81	32	0.00	9	0.00	167	0.02	1304	0.17
Plant	784238	782944	99.84	8	0.00	3	0.00	241	0.03	1042	0.13

%Hit_no_genomes: 64.48
