#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1457327	1433371	98.35	840	0.06	262	0.02	2193	0.15	20661	1.42
Ecoli	1457327	1457325	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	1457327	1457327	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1457327	1457325	100.00	0	0.00	0	0.00	1	0.00	1	0.00
Vectors	1457327	1456521	99.94	1	0.00	0	0.00	87	0.01	718	0.05
Bacteria_24k	1457327	1442294	98.97	352	0.02	587	0.04	1242	0.09	12852	0.88
Protists_1k	1457327	1420016	97.44	3320	0.23	6046	0.41	1008	0.07	26937	1.85
Viruses	1457327	1445554	99.19	29	0.00	25	0.00	1716	0.12	10003	0.69
Fungi_RefSeq_release	1457327	1432325	98.27	658	0.05	287	0.02	2556	0.18	21501	1.48
Coral	1457327	1442547	98.99	100	0.01	27	0.00	1483	0.10	13170	0.90
Bird	1457327	1438762	98.72	445	0.03	91	0.01	2483	0.17	15546	1.07
Plant	1457327	1443960	99.08	88	0.01	22	0.00	1648	0.11	11609	0.80

%Hit_no_genomes: 97.11
