#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	46262	45411	98.16	48	0.10	21	0.05	71	0.15	711	1.54
Ecoli	46262	46262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	46262	46262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	46262	46262	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	46262	46232	99.93	0	0.00	0	0.00	4	0.01	26	0.06
Bacteria_24k	46262	45544	98.45	42	0.09	85	0.18	44	0.10	547	1.18
Protists_1k	46262	45052	97.37	95	0.21	156	0.34	44	0.10	915	1.98
Viruses	46262	45769	98.94	2	0.00	4	0.01	51	0.11	436	0.94
Fungi_RefSeq_release	46262	45433	98.20	18	0.04	13	0.03	60	0.13	738	1.60
Coral	46262	45730	98.85	3	0.01	0	0.00	34	0.07	495	1.07
Bird	46262	45621	98.62	16	0.03	3	0.01	60	0.13	562	1.21
Plant	46262	45766	98.93	2	0.00	0	0.00	50	0.11	444	0.96

%Hit_no_genomes: 96.79
