#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3152796	3116284	98.85	2829	0.09	710	0.02	3498	0.11	29475	0.93
Ecoli	3152796	3152773	100.00	0	0.00	0	0.00	4	0.00	19	0.00
PhiX	3152796	3152796	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3152796	3152789	100.00	0	0.00	0	0.00	5	0.00	2	0.00
Vectors	3152796	3150807	99.93	3	0.00	0	0.00	199	0.01	1787	0.06
Bacteria_24k	3152796	3117163	98.88	2920	0.09	7389	0.23	1943	0.06	23381	0.74
Protists_1k	3152796	3097774	98.25	6234	0.20	7025	0.22	4345	0.14	37418	1.19
Viruses	3152796	3133527	99.39	67	0.00	66	0.00	1854	0.06	17282	0.55
Fungi_RefSeq_release	3152796	3119127	98.93	1361	0.04	366	0.01	3684	0.12	28258	0.90
Coral	3152796	3130244	99.28	233	0.01	49	0.00	2418	0.08	19852	0.63
Bird	3152796	3125833	99.15	778	0.02	104	0.00	3992	0.13	22089	0.70
Plant	3152796	3131972	99.34	798	0.03	619	0.02	2240	0.07	17167	0.54

%Hit_no_genomes: 97.61
