#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	470627	461531	98.07	527	0.11	369	0.08	772	0.16	7428	1.58
Ecoli	470627	470624	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	470627	470627	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	470627	470623	100.00	0	0.00	0	0.00	3	0.00	1	0.00
Vectors	470627	470391	99.95	0	0.00	0	0.00	28	0.01	208	0.04
Bacteria_24k	470627	464884	98.78	207	0.04	305	0.06	453	0.10	4778	1.02
Protists_1k	470627	457164	97.13	1215	0.26	2193	0.47	425	0.09	9630	2.05
Viruses	470627	465345	98.88	9	0.00	645	0.14	627	0.13	4001	0.85
Fungi_RefSeq_release	470627	461924	98.14	221	0.05	93	0.02	919	0.20	7470	1.59
Coral	470627	465696	98.95	33	0.01	8	0.00	521	0.11	4369	0.93
Bird	470627	464091	98.61	177	0.04	45	0.01	989	0.21	5325	1.13
Plant	470627	466015	99.02	33	0.01	3	0.00	515	0.11	4061	0.86

%Hit_no_genomes: 96.49
