#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	135521	132805	98.01	113	0.08	43	0.03	169	0.12	2391	1.76
Ecoli	135521	135520	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	135521	135521	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	135521	135518	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	135521	135458	99.96	0	0.00	0	0.00	4	0.00	59	0.04
Bacteria_24k	135521	133371	98.42	109	0.08	205	0.15	128	0.09	1708	1.26
Protists_1k	135521	131624	97.12	308	0.23	503	0.37	131	0.10	2955	2.18
Viruses	135521	133966	98.86	5	0.00	13	0.01	205	0.15	1332	0.98
Fungi_RefSeq_release	135521	132831	98.01	55	0.04	15	0.01	214	0.16	2406	1.78
Coral	135521	133753	98.70	10	0.01	1	0.00	126	0.09	1631	1.20
Bird	135521	133370	98.41	38	0.03	5	0.00	227	0.17	1881	1.39
Plant	135521	133916	98.83	6	0.00	3	0.00	155	0.11	1441	1.06

%Hit_no_genomes: 96.61
