#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	31761	31080	97.86	119	0.37	37	0.12	36	0.11	489	1.54
Ecoli	31761	31757	99.99	0	0.00	0	0.00	0	0.00	4	0.01
PhiX	31761	31761	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	31761	31761	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	31761	31742	99.94	0	0.00	0	0.00	0	0.00	19	0.06
Bacteria_24k	31761	29366	92.46	591	1.86	818	2.58	93	0.29	893	2.81
Protists_1k	31761	30281	95.34	190	0.60	88	0.28	343	1.08	859	2.70
Viruses	31761	31396	98.85	12	0.04	4	0.01	35	0.11	314	0.99
Fungi_RefSeq_release	31761	31226	98.31	18	0.06	5	0.02	51	0.16	461	1.45
Coral	31761	31402	98.87	2	0.01	0	0.00	20	0.06	337	1.06
Bird	31761	31359	98.73	6	0.02	0	0.00	41	0.13	355	1.12
Plant	31761	31441	98.99	4	0.01	0	0.00	22	0.07	294	0.93

%Hit_no_genomes: 90.21
