#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2920712	2808951	96.18	1804	0.06	518	0.02	3053	0.10	106386	3.64
Ecoli	2920712	2920548	100.00	0	0.00	0	0.00	22	0.00	142	0.00
PhiX	2920712	2920712	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2920712	2920685	100.00	0	0.00	0	0.00	0	0.00	27	0.00
Vectors	2920712	2916798	99.87	0	0.00	0	0.00	86	0.00	3828	0.13
Bacteria_24k	2920712	2757218	94.40	23265	0.80	29793	1.02	4662	0.16	105774	3.62
Protists_1k	2920712	2762105	94.57	8816	0.30	9326	0.32	13265	0.45	127200	4.36
Viruses	2920712	2840510	97.26	117	0.00	68	0.00	5752	0.20	74265	2.54
Fungi_RefSeq_release	2920712	2808385	96.15	939	0.03	487	0.02	4371	0.15	106530	3.65
Coral	2920712	2834868	97.07	97	0.00	42	0.00	2962	0.10	82743	2.83
Bird	2920712	2822317	96.63	636	0.02	160	0.01	4909	0.17	92690	3.17
Plant	2920712	2843515	97.36	105	0.00	21	0.00	4336	0.15	72735	2.49

%Hit_no_genomes: 92.53
