#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1643535	1550808	94.35	29901	1.82	7657	0.47	3151	0.19	52018	3.17
Ecoli	1643535	1643490	100.00	0	0.00	0	0.00	10	0.00	35	0.00
PhiX	1643535	1643535	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1643535	1643534	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1643535	1642410	99.93	0	0.00	0	0.00	143	0.01	982	0.06
Bacteria_24k	1643535	1586966	96.56	4554	0.28	11418	0.69	2888	0.18	37709	2.29
Protists_1k	1643535	1566598	95.32	5494	0.33	6603	0.40	5220	0.32	59620	3.63
Viruses	1643535	1611194	98.04	54	0.00	200	0.01	2481	0.15	29606	1.80
Fungi_RefSeq_release	1643535	1593319	96.95	1163	0.07	221	0.01	5134	0.31	43698	2.66
Coral	1643535	1607068	97.79	173	0.01	43	0.00	2505	0.15	33746	2.05
Bird	1643535	1602353	97.49	478	0.03	65	0.00	3246	0.20	37393	2.28
Plant	1643535	1612418	98.11	209	0.01	14	0.00	2306	0.14	28588	1.74

%Hit_no_genomes: 91.83
