#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2030573	2001259	98.55	1194	0.06	328	0.02	2607	0.13	25185	1.24
Ecoli	2030573	2030569	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	2030573	2030573	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2030573	2030572	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	2030573	2028570	99.90	0	0.00	0	0.00	134	0.01	1869	0.09
Bacteria_24k	2030573	2013252	99.14	335	0.02	512	0.03	1585	0.08	14889	0.73
Protists_1k	2030573	1988906	97.94	3895	0.19	6013	0.30	1347	0.07	30412	1.50
Viruses	2030573	2014617	99.22	44	0.00	69	0.00	1988	0.10	13855	0.68
Fungi_RefSeq_release	2030573	2003240	98.66	773	0.04	260	0.01	3076	0.15	23224	1.14
Coral	2030573	2014390	99.20	136	0.01	34	0.00	1833	0.09	14180	0.70
Bird	2030573	2009432	98.96	701	0.03	82	0.00	4202	0.21	16156	0.80
Plant	2030573	2014865	99.23	142	0.01	23	0.00	1919	0.09	13624	0.67

%Hit_no_genomes: 97.65
