#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	313218	308684	98.55	681	0.22	195	0.06	341	0.11	3317	1.06
Ecoli	313218	313182	99.99	0	0.00	0	0.00	10	0.00	26	0.01
PhiX	313218	313218	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	313218	313217	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	313218	312982	99.92	1	0.00	0	0.00	21	0.01	214	0.07
Bacteria_24k	313218	284782	90.92	7695	2.46	10096	3.22	854	0.27	9791	3.13
Protists_1k	313218	297296	94.91	2601	0.83	956	0.31	4355	1.39	8010	2.56
Viruses	313218	310957	99.28	75	0.02	62	0.02	291	0.09	1833	0.59
Fungi_RefSeq_release	313218	309241	98.74	157	0.05	44	0.01	544	0.17	3232	1.03
Coral	313218	310721	99.20	25	0.01	2	0.00	247	0.08	2223	0.71
Bird	313218	310285	99.07	55	0.02	7	0.00	357	0.11	2514	0.80
Plant	313218	311185	99.35	20	0.01	4	0.00	248	0.08	1761	0.56

%Hit_no_genomes: 88.74
