#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1213076	1185120	97.69	840	0.07	324	0.03	2141	0.18	24651	2.03
Ecoli	1213076	1213075	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	1213076	1213076	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1213076	1213076	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	1213076	1211617	99.88	0	0.00	0	0.00	98	0.01	1361	0.11
Bacteria_24k	1213076	1195194	98.53	342	0.03	482	0.04	1484	0.12	15574	1.28
Protists_1k	1213076	1172043	96.61	2852	0.24	5705	0.47	989	0.08	31487	2.60
Viruses	1213076	1198067	98.76	30	0.00	38	0.00	2380	0.20	12561	1.04
Fungi_RefSeq_release	1213076	1183492	97.57	615	0.05	377	0.03	2583	0.21	26009	2.14
Coral	1213076	1197938	98.75	70	0.01	28	0.00	1577	0.13	13463	1.11
Bird	1213076	1191247	98.20	489	0.04	122	0.01	2699	0.22	18519	1.53
Plant	1213076	1198251	98.78	70	0.01	13	0.00	1711	0.14	13031	1.07

%Hit_no_genomes: 96.22
