#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	102614	100831	98.27	136	0.13	53	0.05	126	0.12	1468	1.43
Ecoli	102614	102613	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	102614	102614	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	102614	102614	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	102614	102566	99.95	0	0.00	0	0.00	7	0.01	41	0.04
Bacteria_24k	102614	101265	98.70	87	0.08	156	0.15	85	0.08	1021	0.99
Protists_1k	102614	100071	97.53	227	0.22	362	0.35	124	0.12	1830	1.78
Viruses	102614	101552	98.97	2	0.00	66	0.06	116	0.11	878	0.86
Fungi_RefSeq_release	102614	100990	98.42	46	0.04	18	0.02	173	0.17	1387	1.35
Coral	102614	101674	99.08	8	0.01	0	0.00	71	0.07	861	0.84
Bird	102614	101383	98.80	33	0.03	7	0.01	209	0.20	982	0.96
Plant	102614	101699	99.11	6	0.01	5	0.00	97	0.09	807	0.79

%Hit_no_genomes: 96.84
