#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	467536	453280	96.96	4831	1.03	1230	0.26	341	0.07	7854	1.68
Ecoli	467536	467467	99.99	0	0.00	0	0.00	14	0.00	55	0.01
PhiX	467536	467536	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	467536	467536	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	467536	467156	99.92	0	0.00	0	0.00	16	0.00	364	0.08
Bacteria_24k	467536	414751	88.70	14531	3.11	18400	3.94	1582	0.34	18272	3.91
Protists_1k	467536	439963	94.11	3846	0.82	1048	0.22	7401	1.58	15278	3.27
Viruses	467536	461682	98.76	154	0.03	105	0.02	390	0.08	5205	1.11
Fungi_RefSeq_release	467536	459676	98.31	219	0.05	51	0.01	880	0.19	6710	1.44
Coral	467536	461801	98.78	19	0.00	2	0.00	282	0.06	5432	1.16
Bird	467536	461399	98.69	47	0.01	7	0.00	356	0.08	5727	1.22
Plant	467536	462249	98.88	19	0.00	8	0.00	249	0.05	5011	1.07

%Hit_no_genomes: 85.57
