#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	48091	47077	97.88	258	0.54	71	0.15	57	0.12	628	1.31
Ecoli	48091	48090	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	48091	48091	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	48091	48090	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	48091	48068	99.96	0	0.00	0	0.00	2	0.00	21	0.04
Bacteria_24k	48091	46835	97.38	229	0.48	385	0.80	71	0.15	571	1.19
Protists_1k	48091	46758	97.23	169	0.35	139	0.29	169	0.35	856	1.78
Viruses	48091	47711	99.21	6	0.01	2	0.00	56	0.12	316	0.66
Fungi_RefSeq_release	48091	47425	98.61	18	0.04	8	0.02	90	0.19	550	1.14
Coral	48091	47717	99.22	3	0.01	2	0.00	38	0.08	331	0.69
Bird	48091	47601	98.99	12	0.02	2	0.00	64	0.13	412	0.86
Plant	48091	47733	99.26	2	0.00	1	0.00	43	0.09	312	0.65

%Hit_no_genomes: 95.11
