#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	31520	30622	97.15	241	0.76	59	0.19	43	0.14	555	1.76
Ecoli	31520	31518	100.00	0	0.00	0	0.00	1	0.00	1	0.00
PhiX	31520	31520	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	31520	31520	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	31520	31506	99.96	0	0.00	0	0.00	0	0.00	14	0.04
Bacteria_24k	31520	30849	97.88	60	0.19	139	0.44	33	0.10	439	1.39
Protists_1k	31520	30615	97.13	69	0.22	90	0.29	52	0.16	694	2.20
Viruses	31520	31144	98.81	1	0.00	5	0.02	38	0.12	332	1.05
Fungi_RefSeq_release	31520	30930	98.13	11	0.03	6	0.02	59	0.19	514	1.63
Coral	31520	31135	98.77	2	0.01	0	0.00	25	0.08	358	1.14
Bird	31520	31047	98.50	6	0.02	2	0.01	58	0.18	407	1.29
Plant	31520	31169	98.89	1	0.00	0	0.00	35	0.11	315	1.00

%Hit_no_genomes: 95.37
