#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1643395	1615078	98.27	5404	0.33	1758	0.11	1571	0.10	19584	1.19
Ecoli	1643395	1643294	100.00	0	0.00	0	0.00	35	0.00	66	0.00
PhiX	1643395	1643395	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1643395	1643394	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1643395	1642618	99.95	0	0.00	0	0.00	88	0.01	689	0.04
Bacteria_24k	1643395	1548210	94.20	15965	0.97	38048	2.32	2281	0.14	38891	2.37
Protists_1k	1643395	1579124	96.09	7278	0.44	5325	0.32	15557	0.95	36111	2.20
Viruses	1643395	1629491	99.16	192	0.01	562	0.03	1525	0.09	11625	0.71
Fungi_RefSeq_release	1643395	1620483	98.61	817	0.05	228	0.01	2357	0.14	19510	1.19
Coral	1643395	1629521	99.15	99	0.01	25	0.00	1145	0.07	12605	0.77
Bird	1643395	1626702	98.99	346	0.02	62	0.00	1966	0.12	14319	0.87
Plant	1643395	1631241	99.26	103	0.01	45	0.00	1366	0.08	10640	0.65

%Hit_no_genomes: 92.15
