Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Snippy_mqc-generalstats-snippy-VariantTotal
GotPopAL11_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	3.75852	0.936172	245570305.0	0.417293	99.49371807292107	0.13924920297440632	
GotPopAL12_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.62566	0.940248	1103504575.0	0.412837	99.58031556447219	0.12806263220711253	
GotPopAL13_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.35561	0.937007	2362422848.0	0.419026	99.51233308528954	0.08821114659388274	
GotPopAL14_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.03715	0.938693	1340798652.0	0.417408	99.5346484552407	0.12132928064681292	
GotPopAL15_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.13531	0.939099	852332622.0	0.412935	99.57217239460012	0.16103866691541804	
GotPopAL16_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.18103	0.938464	1849599960.0	0.416083	99.53993135367678	0.09093496374076124	
GotPopAL17_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.2607	0.936701	2394801426.0	0.418277	99.50438831902035	0.08520920078649086	
GotPopAL18_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.35847	0.938741	703502478.0	0.415923	99.54273942795083	0.07826495295406717	
GotPopAL19_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	6.46977	0.93547	22447719406.0	0.415189	99.47587610415327	0.05767733005927977	
GotPopAL1_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.23018	0.937403	1513601495.0	0.417443	99.51872477140088	0.11967081797040621	
GotPopAL20_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.15618	0.936117	1143602876.0	0.420137	99.51551009227153	0.11629349884923988	
GotPopAL21_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.4572	0.93394	1525194742.0	0.416209	99.51796033336238	0.11109863270487648	
GotPopAL22_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.34818	0.937694	1643209251.0	0.414353	99.52384455877235	0.11341073822853796	
GotPopAL23_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.0512	0.932433	1390685400.0	0.414011	99.49712860394668	0.11732647614654411	
GotPopAL24_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.28125	0.93794	1323065156.0	0.416396	99.54053983535404	0.11660450119668783	
GotPopAL25_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	3.71116	0.935547	176823609.0	0.410742	99.54709595850257	0.23987460706461028	
GotPopAL27_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.35333	0.938951	902673446.0	0.413748	99.53848963554246	0.14278692596748935	
GotPopAL28_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.9611	0.938796	2403301153.0	0.413927	99.5506879233444	0.08021856679172722	
GotPopAL29_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	3.63573	0.936543	80513276.0	0.411593	99.51695772636201	0.1481197389389601	
GotPopAL30_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.2206399999999995	0.941174	410070214.0	0.413225	99.56107858914453	0.22787623354748612	
GotPopAL31_CKDL230018273-1A_H5YMHDSX7_L3_clmp.r1r2_fastp	4.36919	0.939408	1017513281.0	0.416099	99.56573280791525	0.13132837976486889	
