Sample	Passed Filter	Low Quality	Too Many N	Low Complexity	Too Short	Too Long
Cvi-APal_001-Ex1-1A-lcwgs-1-2	9103566.0	139894.0	6266.0	12366.0	18800.0	0.0
Cvi-APal_002-Ex1-1B-lcwgs-1-2	21079780.0	586786.0	13634.0	46634.0	78654.0	0.0
Cvi-APal_003-Ex1-1C-lcwgs-1-2	61924180.0	2054184.0	35888.0	160442.0	360090.0	0.0
Cvi-APal_004-Ex1-1D-lcwgs-1-2	235964848.0	7687750.0	126758.0	1848206.0	1533818.0	0.0
Cvi-APal_005-Ex1-1E-lcwgs-1-2	117546746.0	3347428.0	52854.0	547090.0	1044172.0	0.0
Cvi-APal_006-Ex1-1F-lcwgs-1-2	16497196.0	411284.0	10480.0	43456.0	58646.0	0.0
Cvi-APal_007-Ex1-1G-lcwgs-1-2	11058176.0	223242.0	7336.0	11902.0	34968.0	0.0
Cvi-APal_008-Ex1-1H-lcwgs-1-2	42936300.0	1736566.0	29600.0	361714.0	189714.0	0.0
Cvi-APal_009-Ex1-2A-lcwgs-1-2	60796976.0	1043058.0	43288.0	105896.0	125706.0	0.0
Cvi-APal_010-Ex1-2B-lcwgs-1-2	108594212.0	2941464.0	76142.0	357034.0	382774.0	0.0
Cvi-APal_011-Ex1-2C-lcwgs-1-2	136596824.0	2892292.0	98518.0	203494.0	298032.0	0.0
Cvi-APal_012-Ex1-2D-lcwgs-1-2	221829018.0	5565906.0	155848.0	2930032.0	1136730.0	0.0
Cvi-APal_013-Ex1-2E-lcwgs-1-2	195648626.0	4694706.0	126664.0	748358.0	713522.0	0.0
Cvi-APal_014-Ex1-2F-lcwgs-1-2	252965596.0	5899342.0	126744.0	1250104.0	2085968.0	0.0
Cvi-APal_015-Ex1-2G-lcwgs-1-2	14643640.0	777350.0	10096.0	101882.0	94766.0	0.0
Cvi-APal_016-Ex1-2H-lcwgs-1-2	53497266.0	4314764.0	33410.0	1182586.0	530692.0	0.0
Cvi-APal_017-Ex2-4D-lcwgs-1-2	191152284.0	2846066.0	129068.0	470878.0	452312.0	0.0
Cvi-APal_018-Ex1-3A-lcwgs-1-2	20526606.0	907008.0	13414.0	145128.0	107194.0	0.0
Cvi-APal_019-Ex1-3B-lcwgs-1-2	96654376.0	3667640.0	59554.0	324222.0	595428.0	0.0
Cvi-APal_020-Ex1-3C-lcwgs-1-2	107294216.0	4244620.0	69262.0	335344.0	531184.0	0.0
