pos	5pC>T
1	0.0238447867298578
2	0.0320484087852981
3	0.0221611721611722
4	0.0144006776789496
5	0.0132868656066217
6	0.0186194368755677
7	0.0171069727154612
8	0.0170886075949367
9	0.0192780968006563
10	0.0166404317517427
11	0.0148863407765037
12	0.014311630719613
13	0.0129523026315789
14	0.0164670658682635
15	0.0169811320754717
16	0.0185185185185185
17	0.0156085214089854
18	0.0156838143036386
19	0.00906931548261715
20	0.0118601747815231
21	0.0148256420964711
22	0.0140284757118928
23	0.0116377486246297
24	0.0171319796954315
25	0.0173160173160173
