#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	42229689	40876811	96.80	42004	0.10	8925	0.02	90613	0.21	1211336	2.87
Ecoli	42229689	42229397	100.00	0	0.00	0	0.00	161	0.00	131	0.00
PhiX	42229689	42229689	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	42229689	42229553	100.00	0	0.00	0	0.00	14	0.00	122	0.00
Vectors	42229689	41977489	99.40	32	0.00	24	0.00	3065	0.01	249079	0.59
Bacteria_24k	42229689	41390057	98.02	29858	0.07	37762	0.09	60991	0.14	711021	1.68
Protists_1k	42229689	40416740	95.71	120533	0.29	231825	0.55	48503	0.11	1412088	3.34
Viruses	42229689	41477765	98.22	1150	0.00	446	0.00	97570	0.23	652758	1.55
Fungi_RefSeq_release	42229689	40965373	97.01	26021	0.06	9458	0.02	104764	0.25	1124073	2.66
Coral	42229689	41513558	98.31	1667	0.00	611	0.00	60765	0.14	653088	1.55
Bird	42229689	41217928	97.61	25828	0.06	3931	0.01	144262	0.34	837740	1.98
Plant	42229689	41421939	98.09	3693	0.01	841	0.00	83452	0.20	719764	1.70

%Hit_no_genomes: 95.16
