#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1944292	1843132	94.81	21092	1.08	6039	0.31	2998	0.15	71031	3.65
Ecoli	1944292	1944225	100.00	0	0.00	0	0.00	47	0.00	20	0.00
PhiX	1944292	1944292	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1944292	1944241	100.00	0	0.00	0	0.00	11	0.00	40	0.00
Vectors	1944292	1931357	99.34	5	0.00	0	0.00	207	0.01	12723	0.65
Bacteria_24k	1944292	1871629	96.27	5863	0.30	10530	0.54	3318	0.17	52952	2.72
Protists_1k	1944292	1847172	95.01	4219	0.22	8796	0.45	4949	0.25	79156	4.07
Viruses	1944292	1895737	97.51	58	0.00	61	0.00	2908	0.15	45528	2.34
Fungi_RefSeq_release	1944292	1876293	96.51	937	0.05	249	0.01	4913	0.25	61900	3.18
Coral	1944292	1894876	97.47	58	0.00	34	0.00	2225	0.11	47099	2.42
Bird	1944292	1887299	97.07	670	0.03	111	0.01	3687	0.19	52525	2.70
Plant	1944292	1893524	97.39	115	0.01	25	0.00	2567	0.13	48061	2.47

%Hit_no_genomes: 92.58
