#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	28756746	28076005	97.63	44111	0.15	11145	0.04	42375	0.15	583110	2.03
Ecoli	28756746	28756535	100.00	0	0.00	0	0.00	120	0.00	91	0.00
PhiX	28756746	28756746	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	28756746	28756703	100.00	1	0.00	0	0.00	11	0.00	31	0.00
Vectors	28756746	28629995	99.56	21	0.00	7	0.00	1731	0.01	124992	0.43
Bacteria_24k	28756746	28237799	98.20	27528	0.10	51920	0.18	26904	0.09	412595	1.43
Protists_1k	28756746	27867343	96.90	62210	0.22	117210	0.41	28594	0.10	681389	2.37
Viruses	28756746	28356768	98.61	553	0.00	380	0.00	28886	0.10	370159	1.29
Fungi_RefSeq_release	28756746	28124922	97.80	11098	0.04	2749	0.01	48348	0.17	569629	1.98
Coral	28756746	28326850	98.51	1222	0.00	425	0.00	30412	0.11	397837	1.38
Bird	28756746	28236836	98.19	8961	0.03	1088	0.00	47929	0.17	461932	1.61
Plant	28756746	28316042	98.46	1841	0.01	438	0.00	33163	0.12	405262	1.41

%Hit_no_genomes: 96.28
