#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	53881533	52172989	96.83	49771	0.09	10325	0.02	112172	0.21	1536276	2.85
Ecoli	53881533	53881187	100.00	0	0.00	0	0.00	177	0.00	169	0.00
PhiX	53881533	53881533	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	53881533	53881495	100.00	0	0.00	0	0.00	17	0.00	21	0.00
Vectors	53881533	53553710	99.39	46	0.00	1	0.00	3741	0.01	324035	0.60
Bacteria_24k	53881533	52776622	97.94	51375	0.10	63597	0.12	78718	0.15	911221	1.69
Protists_1k	53881533	51571724	95.71	153980	0.29	293146	0.54	68425	0.13	1794258	3.33
Viruses	53881533	52921773	98.22	1670	0.00	542	0.00	123166	0.23	834382	1.55
Fungi_RefSeq_release	53881533	52306510	97.07	30480	0.06	10319	0.02	132363	0.25	1401861	2.60
Coral	53881533	52990788	98.35	2137	0.00	756	0.00	74954	0.14	812898	1.51
Bird	53881533	52613600	97.64	31174	0.06	4458	0.01	205721	0.38	1026580	1.91
Plant	53881533	52870316	98.12	4366	0.01	1096	0.00	101920	0.19	903835	1.68

%Hit_no_genomes: 95.13
