pos	3pG>A
1	0.0290865703301074
2	0.0716756450240998
3	0.0359110301122479
4	0.0314143184575974
5	0.0239898372990668
6	0.0200490998363339
7	0.0200590265619529
8	0.0202445838867769
9	0.0177620708646962
10	0.0185296174208371
11	0.0149622633181798
12	0.0146795403905806
13	0.0153853115525589
14	0.0132474871462319
15	0.0135294117647059
16	0.0122986958741356
17	0.0121804927562979
18	0.0112884570899838
19	0.0111070144713799
20	0.0107631189948263
21	0.00860593161523157
22	0.00940163023341978
23	0.0102357463758047
24	0.0103044714878538
25	0.0101043024771838
