pos	5pC>T
1	0.00481398147663649
2	0.0267608897126969
3	0.010010890508503
4	0.0114806915641875
5	0.0105812220566319
6	0.00810245687401986
7	0.00794049653231481
8	0.00719290918372082
9	0.00902311021084615
10	0.00938752727457249
11	0.0070019942388655
12	0.00634660219324756
13	0.00632019278861456
14	0.00698304773280654
15	0.00712654179990863
16	0.00861436950146627
17	0.00717604305625834
18	0.00749597608645666
19	0.0072992700729927
20	0.00754524834513725
21	0.00694286881154422
22	0.00717043574186431
23	0.00718099797459031
24	0.00781609195402299
25	0.0074451950916862
