Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
Sne-ABir_001-Ex1-9A-lcwgs-1-1	78.27461055378843	17.091662145438168	3.656521384524278	0.7721549061534806	0.16152310436413797	0.0350173579713691	0.00700347159427382	0.0009751669308482534	0.00035460615667209217	0.00017730307833604608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_002-Ex1-9B-lcwgs-1-1	82.64050764050765	14.4004144004144	2.4637399637399637	0.40145040145040145	0.0777000777000777	0.01295001295001295	0.0032375032375032376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_003-Ex1-9C-lcwgs-1-1	71.12251988561945	20.460031904831368	5.995567204845017	1.7378251069376536	0.49582680413664804	0.1334857988991735	0.039371252084245065	0.011293745617791413	0.0032940091385224956	0.0003137151560497615	0.00015685757802488075	0.00015685757802488075	0.0	0.0	0.0	0.0	0.0	0.0	0.00015685757802488075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_004-Ex1-9D-lcwgs-1-1	82.6003726159303	14.403334336365905	2.508435077116132	0.4084690094946637	0.06530382283457005	0.010243736915226676	0.0012804671144033344	0.0012804671144033344	0.0	0.0006402335572016672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006402335572016672
Sne-ABir_005-Ex1-9E-lcwgs-1-1	73.55298308103295	18.926576540111714	5.383307698534769	1.519873714887072	0.4553549745001214	0.10928519388002914	0.030356998300008098	0.018214198980004856	0.0020237998866672064	0.0020237998866672064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_006-Ex1-9F-lcwgs-1-1	81.46450919663738	15.00537260602996	2.853801908855319	0.5404209594842297	0.12641425952847482	0.0063207129764237405	0.0031603564882118703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_007-Ex1-9G-lcwgs-1-1	79.04989767848576	16.611305768261506	3.4576777570638284	0.6983367440504745	0.1505978369778415	0.02793346976201898	0.003036246713262933	0.0006072493426525866	0.0006072493426525866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_008-Ex1-9H-lcwgs-1-1	78.3554061119452	16.934242146615695	3.740940247605251	0.7689097598296215	0.15829084263491894	0.030219160866666345	0.009113715182010486	0.0009593384402116302	0.0009593384402116302	0.0	0.0	0.0	0.0	0.0004796692201058151	0.0004796692201058151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_009-Ex1-10A-lcwgs-1-1	77.82761619229322	17.168035925190463	3.889992082960194	0.8726914041713715	0.18377915352567847	0.04490648807901466	0.009863852872847148	0.002336175680411167	0.00025957507560124077	0.00025957507560124077	0.0	0.00025957507560124077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_010-Ex1-10B-lcwgs-1-1	80.73473762495352	15.359713017039613	3.136324197417445	0.6044432778470445	0.12832571399406495	0.02952949668613426	0.004374740249797668	0.0018228084374156952	0.000364561687483139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364561687483139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sne-ABir_011-Ex1-10C-lcwgs-1-1	86.41369639813486	11.644209759650401	1.6781673061472733	0.2257266426892725	0.032943888392488414	0.0045990043624841385	0.00046928615943715696	0.0	9.38572318874314e-05	0.0	0.0	0.0	0.0	0.0	9.38572318874314e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
