#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99782	0.00098	0.00000	0.00000	0.00000	0.00120
2	0.99689	0.00191	0.00000	0.00000	0.00000	0.00120
3	0.99738	0.00136	0.00000	0.00005	0.00000	0.00120
4	0.99760	0.00109	0.00000	0.00005	0.00011	0.00114
5	0.99815	0.00071	0.00000	0.00000	0.00000	0.00114
6	0.99777	0.00098	0.00000	0.00011	0.00000	0.00114
7	0.99766	0.00114	0.00000	0.00016	0.00005	0.00098
8	0.99766	0.00114	0.00000	0.00022	0.00005	0.00093
9	0.99755	0.00131	0.00000	0.00022	0.00000	0.00093
10	0.99798	0.00093	0.00000	0.00016	0.00000	0.00093
11	0.99744	0.00147	0.00000	0.00016	0.00000	0.00093
12	0.99711	0.00180	0.00000	0.00016	0.00000	0.00093
13	0.99733	0.00164	0.00000	0.00016	0.00000	0.00087
14	0.99755	0.00142	0.00022	0.00016	0.00000	0.00087
15	0.99755	0.00147	0.00022	0.00016	0.00000	0.00082
16	0.99782	0.00120	0.00000	0.00016	0.00000	0.00082
17	0.99831	0.00076	0.00000	0.00011	0.00000	0.00082
18	0.99836	0.00082	0.00005	0.00011	0.00000	0.00071
19	0.99864	0.00060	0.00016	0.00011	0.00000	0.00065
20	0.99804	0.00114	0.00000	0.00016	0.00000	0.00065
21	0.99787	0.00125	0.00000	0.00022	0.00000	0.00065
22	0.99777	0.00158	0.00000	0.00011	0.00000	0.00055
23	0.99804	0.00120	0.00005	0.00016	0.00005	0.00055
24	0.99777	0.00158	0.00022	0.00016	0.00000	0.00049
25	0.99826	0.00114	0.00000	0.00011	0.00000	0.00049
26	0.99831	0.00114	0.00005	0.00011	0.00000	0.00044
27	0.99804	0.00142	0.00005	0.00011	0.00000	0.00044
28	0.99787	0.00153	0.00011	0.00016	0.00000	0.00044
29	0.99826	0.00120	0.00000	0.00011	0.00000	0.00044
30	0.99858	0.00082	0.00005	0.00016	0.00000	0.00044
31	0.99820	0.00131	0.00011	0.00011	0.00000	0.00038
32	0.99826	0.00125	0.00005	0.00011	0.00000	0.00038
33	0.99847	0.00104	0.00000	0.00011	0.00000	0.00038
34	0.99826	0.00125	0.00011	0.00011	0.00000	0.00038
35	0.99831	0.00120	0.00000	0.00011	0.00000	0.00038
36	0.99815	0.00136	0.00016	0.00011	0.00000	0.00038
37	0.99826	0.00131	0.00005	0.00011	0.00000	0.00033
38	0.99836	0.00120	0.00005	0.00011	0.00000	0.00033
39	0.99880	0.00087	0.00000	0.00005	0.00000	0.00027
40	0.99891	0.00076	0.00005	0.00005	0.00000	0.00027
41	0.99858	0.00120	0.00000	0.00000	0.00000	0.00022
42	0.99907	0.00065	0.00011	0.00005	0.00000	0.00022
43	0.99825	0.00153	0.00000	0.00000	0.00000	0.00022
44	0.99853	0.00125	0.00000	0.00000	0.00000	0.00022
45	0.99885	0.00087	0.00005	0.00005	0.00000	0.00022
46	0.99864	0.00115	0.00000	0.00000	0.00000	0.00022
47	0.99847	0.00131	0.00000	0.00000	0.00000	0.00022
48	0.99853	0.00131	0.00000	0.00000	0.00000	0.00016
49	0.99885	0.00098	0.00011	0.00005	0.00000	0.00011
50	0.99918	0.00071	0.00011	0.00000	0.00000	0.00011
51	0.99874	0.00120	0.00005	0.00000	0.00000	0.00005
52	0.99902	0.00093	0.00005	0.00000	0.00000	0.00005
53	0.99896	0.00098	0.00000	0.00000	0.00000	0.00005
54	0.99891	0.00104	0.00005	0.00000	0.00000	0.00005
55	0.99907	0.00087	0.00000	0.00000	0.00000	0.00005
56	0.99907	0.00087	0.00000	0.00000	0.00000	0.00005
57	0.99858	0.00137	0.00000	0.00000	0.00000	0.00005
58	0.99841	0.00153	0.00005	0.00000	0.00000	0.00005
59	0.99869	0.00131	0.00005	0.00000	0.00000	0.00000
60	0.99874	0.00126	0.00000	0.00000	0.00000	0.00000
61	0.99869	0.00131	0.00011	0.00000	0.00000	0.00000
62	0.99863	0.00137	0.00011	0.00000	0.00000	0.00000
63	0.99880	0.00120	0.00000	0.00000	0.00000	0.00000
64	0.99891	0.00109	0.00000	0.00000	0.00000	0.00000
65	0.99869	0.00131	0.00011	0.00000	0.00000	0.00000
66	0.99847	0.00153	0.00005	0.00000	0.00000	0.00000
67	0.99830	0.00170	0.00005	0.00000	0.00000	0.00000
68	0.99879	0.00121	0.00005	0.00000	0.00000	0.00000
69	0.99847	0.00153	0.00000	0.00000	0.00000	0.00000
70	0.99885	0.00115	0.00005	0.00000	0.00000	0.00000
71	0.99830	0.00159	0.00005	0.00005	0.00005	0.00000
72	0.99868	0.00126	0.00005	0.00000	0.00005	0.00000
73	0.99819	0.00176	0.00000	0.00000	0.00005	0.00000
74	0.99863	0.00132	0.00000	0.00005	0.00000	0.00000
75	0.99852	0.00143	0.00000	0.00000	0.00005	0.00000
76	0.99852	0.00148	0.00000	0.00000	0.00000	0.00000
77	0.99863	0.00137	0.00005	0.00000	0.00000	0.00000
78	0.99835	0.00165	0.00000	0.00000	0.00000	0.00000
79	0.99830	0.00165	0.00000	0.00005	0.00000	0.00000
80	0.99863	0.00137	0.00000	0.00000	0.00000	0.00000
81	0.99873	0.00121	0.00000	0.00000	0.00000	0.00006
82	0.99884	0.00110	0.00017	0.00006	0.00000	0.00000
83	0.99868	0.00121	0.00000	0.00011	0.00000	0.00000
84	0.99851	0.00149	0.00000	0.00000	0.00000	0.00000
85	0.99873	0.00127	0.00000	0.00000	0.00000	0.00000
86	0.99840	0.00160	0.00000	0.00000	0.00000	0.00000
87	0.99829	0.00171	0.00006	0.00000	0.00000	0.00000
88	0.99862	0.00132	0.00000	0.00000	0.00000	0.00006
89	0.99829	0.00166	0.00006	0.00000	0.00000	0.00006
90	0.99856	0.00138	0.00000	0.00000	0.00000	0.00006
91	0.99801	0.00188	0.00000	0.00000	0.00000	0.00011
92	0.99834	0.00155	0.00011	0.00000	0.00000	0.00011
93	0.99784	0.00194	0.00000	0.00000	0.00000	0.00022
94	0.99878	0.00094	0.00006	0.00000	0.00000	0.00028
95	0.99817	0.00155	0.00000	0.00000	0.00000	0.00028
96	0.99784	0.00172	0.00000	0.00000	0.00006	0.00039
97	0.99722	0.00239	0.00000	0.00000	0.00000	0.00039
98	0.99789	0.00172	0.00006	0.00000	0.00000	0.00039
99	0.99817	0.00145	0.00006	0.00000	0.00000	0.00039
100	0.99816	0.00134	0.00006	0.00006	0.00006	0.00039
101	0.99799	0.00156	0.00000	0.00000	0.00000	0.00045
102	0.99821	0.00123	0.00006	0.00000	0.00006	0.00050
103	0.99788	0.00156	0.00011	0.00006	0.00000	0.00050
104	0.99771	0.00162	0.00000	0.00006	0.00006	0.00056
105	0.99765	0.00168	0.00011	0.00000	0.00000	0.00067
106	0.99765	0.00168	0.00000	0.00000	0.00000	0.00067
107	0.99776	0.00157	0.00000	0.00000	0.00000	0.00067
108	0.99686	0.00247	0.00011	0.00000	0.00000	0.00067
109	0.99764	0.00169	0.00006	0.00000	0.00000	0.00067
110	0.99781	0.00152	0.00000	0.00000	0.00000	0.00068
111	0.99758	0.00175	0.00011	0.00000	0.00000	0.00068
112	0.99769	0.00163	0.00000	0.00000	0.00000	0.00068
113	0.99791	0.00135	0.00006	0.00000	0.00006	0.00068
114	0.99678	0.00209	0.00000	0.00000	0.00045	0.00068
115	0.99717	0.00204	0.00006	0.00000	0.00006	0.00074
116	0.99705	0.00221	0.00000	0.00000	0.00000	0.00074
117	0.99728	0.00199	0.00000	0.00000	0.00000	0.00074
118	0.99676	0.00250	0.00000	0.00000	0.00000	0.00074
119	0.99681	0.00245	0.00000	0.00000	0.00000	0.00074
120	0.99687	0.00234	0.00000	0.00000	0.00000	0.00080
121	0.99703	0.00217	0.00000	0.00000	0.00000	0.00080
122	0.99674	0.00246	0.00000	0.00000	0.00000	0.00080
123	0.99685	0.00235	0.00000	0.00000	0.00000	0.00080
124	0.99650	0.00252	0.00000	0.00000	0.00000	0.00097
125	0.99661	0.00241	0.00006	0.00000	0.00000	0.00098
126	0.99735	0.00161	0.00000	0.00000	0.00000	0.00104
127	0.99758	0.00127	0.00000	0.00000	0.00000	0.00115
128	0.99682	0.00202	0.00006	0.00000	0.00000	0.00116
129	0.99687	0.00197	0.00006	0.00000	0.00000	0.00116
130	0.99663	0.00221	0.00000	0.00000	0.00000	0.00116
131	0.99727	0.00157	0.00006	0.00000	0.00000	0.00116
