#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5655037	5109149	90.35	219629	3.88	56787	1.00	17527	0.31	251945	4.46
Ecoli	5655037	5654335	99.99	0	0.00	0	0.00	236	0.00	466	0.01
PhiX	5655037	5655037	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5655037	5655030	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	5655037	5584593	98.75	2	0.00	2	0.00	938	0.02	69502	1.23
Bacteria_24k	5655037	4996849	88.35	159766	2.83	211349	3.74	31109	0.55	255964	4.53
Protists_1k	5655037	5134559	90.80	45479	0.80	39190	0.69	97119	1.72	338690	5.99
Viruses	5655037	5517533	97.57	264	0.00	509	0.01	11819	0.21	124912	2.21
Fungi_RefSeq_release	5655037	5432868	96.08	4648	0.08	824	0.01	32167	0.57	184530	3.26
Coral	5655037	5517049	97.56	353	0.01	105	0.00	11772	0.21	125758	2.22
Bird	5655037	5495152	97.17	2326	0.04	520	0.01	16429	0.29	140610	2.49
Plant	5655037	5505999	97.37	482	0.01	120	0.00	11577	0.20	136859	2.42

%Hit_no_genomes: 79.03
