#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5970601	5804833	97.22	8270	0.14	2202	0.04	19087	0.32	136209	2.28
Ecoli	5970601	5970544	100.00	0	0.00	0	0.00	7	0.00	50	0.00
PhiX	5970601	5970601	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5970601	5970598	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	5970601	5939156	99.48	5	0.00	1	0.00	793	0.01	30646	0.51
Bacteria_24k	5970601	5870892	98.32	5743	0.10	7617	0.13	9278	0.16	77071	1.29
Protists_1k	5970601	5730379	95.97	23044	0.39	37317	0.63	9424	0.16	170437	2.85
Viruses	5970601	5889419	98.65	157	0.00	65	0.00	8044	0.13	72916	1.22
Fungi_RefSeq_release	5970601	5815586	97.40	4622	0.08	981	0.02	20231	0.34	129181	2.16
Coral	5970601	5886599	98.59	528	0.01	159	0.00	11268	0.19	72047	1.21
Bird	5970601	5859768	98.14	4034	0.07	775	0.01	20223	0.34	85801	1.44
Plant	5970601	5877114	98.44	568	0.01	122	0.00	11594	0.19	81203	1.36

%Hit_no_genomes: 95.24
