#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4818826	4685299	97.23	5801	0.12	1588	0.03	15477	0.32	110661	2.30
Ecoli	4818826	4818776	100.00	0	0.00	0	0.00	9	0.00	41	0.00
PhiX	4818826	4818826	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4818826	4818824	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	4818826	4794115	99.49	4	0.00	1	0.00	631	0.01	24075	0.50
Bacteria_24k	4818826	4736145	98.28	4879	0.10	6583	0.14	7643	0.16	63576	1.32
Protists_1k	4818826	4622571	95.93	18705	0.39	30522	0.63	7929	0.16	139099	2.89
Viruses	4818826	4752554	98.63	158	0.00	53	0.00	6909	0.14	59152	1.23
Fungi_RefSeq_release	4818826	4691510	97.36	3865	0.08	803	0.02	16992	0.35	105656	2.19
Coral	4818826	4750346	98.58	405	0.01	123	0.00	9387	0.19	58565	1.22
Bird	4818826	4728345	98.12	3195	0.07	582	0.01	16589	0.34	70115	1.46
Plant	4818826	4743545	98.44	460	0.01	85	0.00	9661	0.20	65075	1.35

%Hit_no_genomes: 95.19
