#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4664666	4554288	97.63	5495	0.12	1458	0.03	15019	0.32	88406	1.90
Ecoli	4664666	4664346	99.99	0	0.00	0	0.00	50	0.00	270	0.01
PhiX	4664666	4664666	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4664666	4664658	100.00	0	0.00	0	0.00	2	0.00	6	0.00
Vectors	4664666	4649647	99.68	5	0.00	0	0.00	555	0.01	14459	0.31
Bacteria_24k	4664666	4577254	98.13	1867	0.04	33343	0.71	6694	0.14	45508	0.98
Protists_1k	4664666	4495911	96.38	17782	0.38	29407	0.63	6090	0.13	115476	2.48
Viruses	4664666	4615965	98.96	129	0.00	47	0.00	5756	0.12	42769	0.92
Fungi_RefSeq_release	4664666	4557825	97.71	3804	0.08	788	0.02	15972	0.34	86277	1.85
Coral	4664666	4612152	98.88	398	0.01	132	0.00	8628	0.18	43356	0.93
Bird	4664666	4592471	98.45	3152	0.07	551	0.01	14441	0.31	54051	1.16
Plant	4664666	4606764	98.76	444	0.01	83	0.00	8671	0.19	48704	1.04

%Hit_no_genomes: 95.14
