#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	20337582	19775448	97.24	97265	0.48	23950	0.12	78035	0.38	362884	1.78
Ecoli	20337582	20336262	100.00	0	0.00	0	0.00	527	0.00	793	0.00
PhiX	20337582	20337582	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	20337582	20337126	100.00	0	0.00	0	0.00	7	0.00	449	0.00
Vectors	20337582	20296230	99.79	16	0.00	3	0.00	5380	0.03	35953	0.18
Bacteria_24k	20337582	19253122	94.66	281898	1.39	387987	1.91	57292	0.28	357283	1.76
Protists_1k	20337582	19324643	95.02	124544	0.61	127437	0.63	174832	0.86	586126	2.88
Viruses	20337582	20186248	99.27	801	0.00	625	0.00	26921	0.13	122987	0.60
Fungi_RefSeq_release	20337582	19889837	97.80	24836	0.12	3156	0.02	88254	0.43	331499	1.63
Coral	20337582	20100674	98.84	2916	0.01	436	0.00	53963	0.27	179593	0.88
Bird	20337582	20014500	98.42	10439	0.05	1527	0.01	72151	0.35	238965	1.17
Plant	20337582	20115294	98.90	3120	0.02	476	0.00	46155	0.23	172537	0.85

%Hit_no_genomes: 90.75
