#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2871711	2788244	97.09	3621	0.13	1094	0.04	9798	0.34	68954	2.40
Ecoli	2871711	2871677	100.00	0	0.00	0	0.00	8	0.00	26	0.00
PhiX	2871711	2871711	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2871711	2871707	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	2871711	2854835	99.41	3	0.00	0	0.00	351	0.01	16522	0.58
Bacteria_24k	2871711	2807552	97.77	6963	0.24	8593	0.30	5181	0.18	43422	1.51
Protists_1k	2871711	2745575	95.60	11947	0.42	18955	0.66	7056	0.25	88178	3.07
Viruses	2871711	2830335	98.56	92	0.00	31	0.00	4051	0.14	37202	1.30
Fungi_RefSeq_release	2871711	2792731	97.25	2282	0.08	527	0.02	10266	0.36	65905	2.29
Coral	2871711	2828739	98.51	243	0.01	85	0.00	5776	0.20	36868	1.28
Bird	2871711	2815007	98.03	1977	0.07	427	0.01	9831	0.34	44469	1.55
Plant	2871711	2823754	98.33	300	0.01	70	0.00	6009	0.21	41578	1.45

%Hit_no_genomes: 94.54
