#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1941298	1880895	96.89	2394	0.12	703	0.04	6676	0.34	50630	2.61
Ecoli	1941298	1941280	100.00	0	0.00	0	0.00	3	0.00	15	0.00
PhiX	1941298	1941298	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1941298	1941294	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	1941298	1930655	99.46	4	0.00	0	0.00	259	0.01	10380	0.53
Bacteria_24k	1941298	1905089	98.13	1854	0.10	2465	0.13	3396	0.17	28494	1.47
Protists_1k	1941298	1854278	95.52	7850	0.40	13106	0.68	3345	0.17	62719	3.23
Viruses	1941298	1910245	98.40	72	0.00	27	0.00	3254	0.17	27700	1.43
Fungi_RefSeq_release	1941298	1884602	97.07	1716	0.09	359	0.02	7294	0.38	47327	2.44
Coral	1941298	1911171	98.45	169	0.01	58	0.00	4041	0.21	25859	1.33
Bird	1941298	1900850	97.92	1385	0.07	258	0.01	8077	0.42	30728	1.58
Plant	1941298	1907064	98.24	221	0.01	44	0.00	4225	0.22	29744	1.53

%Hit_no_genomes: 94.76
