# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	183	132
+	233	123
+	189	155
+	131	129
+	127	134
+	259	118
+	98	53
+	119	116
+	147	133
+	151	129
+	235	117
+	195	135
+	159	124
+	122	113
+	278	88
+	121	114
+	170	154
+	125	106
+	226	129
+	240	112
+	191	139
+	230	120
+	156	135
+	133	127
+	137	124
+	247	118
+	108	83
+	109	93
+	190	165
+	243	136
+	286	89
+	172	134
+	173	156
+	218	144
+	245	101
+	188	153
+	263	94
+	255	98
+	162	133
+	225	113
+	104	76
+	202	152
+	179	128
+	221	131
+	284	81
+	213	116
+	136	155
+	141	130
+	124	115
+	106	84
+	160	176
+	169	173
+	174	147
+	161	152
+	186	167
+	130	124
+	228	116
+	132	128
+	94	65
+	144	144
+	258	115
+	219	122
+	209	133
+	217	148
+	175	128
+	168	143
+	117	105
+	196	136
+	138	134
+	140	152
+	252	104
+	164	137
+	142	130
+	182	136
+	207	128
+	244	94
+	153	135
+	253	125
+	115	91
+	86	17
+	149	155
+	129	116
+	250	115
+	246	121
+	212	103
+	256	113
+	146	132
+	257	109
+	177	146
+	222	142
+	163	151
+	155	151
+	237	123
+	266	126
+	260	100
+	74	13
+	105	62
+	166	150
+	181	163
+	171	146
+	110	77
+	238	108
+	251	108
+	154	141
+	227	110
+	242	111
+	268	122
+	128	127
+	148	144
+	216	111
+	264	95
+	261	98
+	269	98
+	152	144
+	281	90
+	234	124
+	112	94
+	120	114
+	102	81
+	116	96
+	287	98
+	282	88
+	165	133
+	265	108
+	210	153
+	249	127
+	135	120
+	199	115
+	203	143
+	88	29
+	111	94
+	96	54
+	145	154
+	123	110
+	107	80
+	114	108
+	277	98
+	214	128
+	239	114
+	184	143
+	103	70
+	276	97
+	254	127
+	200	148
+	220	107
+	236	117
+	223	98
+	204	144
+	206	127
+	248	100
+	143	143
+	61	6
+	285	95
+	167	146
+	267	83
+	180	151
+	229	114
+	187	141
+	118	90
+	273	103
+	139	144
+	215	134
+	185	152
+	192	164
+	211	134
+	193	138
+	126	132
+	224	121
+	208	138
+	54	3
+	201	146
+	176	149
+	100	69
+	101	60
+	157	139
+	231	129
+	95	49
+	150	149
+	134	111
+	289	78
+	280	88
+	51	3
+	99	66
+	197	129
+	87	26
+	205	128
+	270	96
+	271	101
+	272	102
+	158	124
+	198	148
+	113	86
+	232	100
+	288	108
+	75	7
+	89	25
+	64	12
+	275	78
+	274	88
+	262	117
+	68	5
+	178	158
+	77	12
+	279	96
+	283	97
+	194	141
+	82	16
+	93	34
+	79	8
+	291	1
+	80	14
+	91	24
+	97	53
+	83	21
+	241	98
+	92	32
+	90	34
+	63	6
+	58	3
+	62	4
+	47	1
+	70	10
+	84	14
+	36	1
+	76	9
+	39	2
+	72	8
+	81	9
+	66	8
+	43	2
+	69	10
+	71	4
+	49	2
+	85	17
+	40	1
+	67	5
+	73	5
+	30	1
+	38	1
+	78	6
+	57	2
+	65	2
+	46	2
+	56	2
+	52	1
+	55	1
+	60	1
-	267	85
-	161	149
-	269	100
-	132	129
-	162	142
-	185	153
-	217	139
-	168	151
-	129	138
-	100	66
-	120	109
-	170	141
-	113	107
-	173	167
-	257	107
-	212	145
-	214	144
-	140	144
-	188	137
-	216	120
-	248	89
-	67	6
-	153	135
-	194	138
-	271	89
-	270	90
-	202	133
-	177	117
-	74	7
-	157	162
-	136	138
-	166	152
-	236	108
-	205	137
-	266	96
-	144	150
-	181	133
-	285	95
-	178	139
-	221	131
-	224	125
-	246	105
-	242	102
-	57	5
-	241	102
-	252	114
-	207	148
-	244	92
-	183	163
-	99	54
-	219	156
-	243	107
-	239	127
-	192	139
-	198	120
-	223	122
-	121	124
-	265	111
-	238	108
-	114	92
-	103	95
-	115	94
-	141	128
-	123	103
-	167	128
-	104	84
-	134	146
-	277	104
-	175	145
-	184	158
-	273	96
-	97	55
-	171	144
-	191	138
-	272	103
-	255	107
-	220	147
-	258	113
-	159	119
-	163	119
-	229	115
-	112	81
-	130	123
-	274	93
-	227	128
-	156	137
-	199	133
-	235	131
-	139	135
-	196	152
-	260	98
-	176	155
-	187	144
-	231	119
-	225	125
-	154	141
-	143	157
-	203	140
-	77	12
-	145	134
-	204	134
-	135	141
-	279	71
-	264	95
-	213	119
-	105	77
-	186	145
-	283	92
-	209	124
-	147	126
-	150	142
-	107	75
-	201	122
-	197	150
-	284	74
-	218	174
-	164	135
-	240	101
-	230	109
-	250	122
-	226	128
-	138	126
-	128	134
-	179	111
-	251	114
-	111	91
-	193	121
-	146	117
-	232	123
-	101	75
-	253	106
-	249	100
-	234	120
-	109	76
-	281	91
-	108	75
-	287	78
-	133	124
-	155	141
-	160	152
-	237	118
-	215	141
-	195	129
-	83	16
-	122	108
-	276	93
-	190	135
-	268	105
-	172	136
-	278	89
-	91	31
-	245	112
-	151	149
-	169	139
-	222	149
-	208	158
-	263	110
-	233	108
-	158	141
-	174	131
-	262	82
-	131	124
-	206	133
-	118	95
-	275	95
-	93	59
-	126	129
-	282	82
-	256	129
-	148	123
-	200	108
-	165	132
-	137	119
-	110	78
-	286	95
-	142	122
-	88	20
-	117	123
-	289	76
-	89	22
-	182	155
-	119	96
-	152	134
-	125	131
-	127	118
-	228	120
-	149	140
-	211	122
-	180	131
-	261	94
-	98	55
-	280	95
-	94	45
-	80	14
-	82	15
-	189	139
-	79	7
-	87	28
-	259	93
-	96	45
-	116	102
-	288	98
-	254	125
-	247	104
-	210	111
-	72	8
-	124	118
-	106	89
-	84	15
-	86	19
-	92	43
-	63	3
-	290	2
-	90	23
-	95	42
-	102	73
-	69	8
-	68	10
-	59	3
-	78	8
-	58	8
-	50	4
-	48	3
-	53	3
-	81	21
-	76	11
-	85	15
-	75	11
-	45	3
-	70	7
-	65	4
-	47	2
-	51	4
-	40	1
-	64	4
-	34	1
-	62	3
-	28	1
-	44	2
-	55	5
-	71	5
-	56	3
-	66	5
-	46	1
-	52	1
-	291	1
-	35	1
-	37	1
-	60	3
-	36	1
-	73	4
-	61	2
-	31	1
-	54	1
-	49	1
