#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99669	0.00189	0.00000	0.00000	0.00000	0.00142
2	0.99569	0.00294	0.00000	0.00000	0.00000	0.00137
3	0.99661	0.00207	0.00000	0.00000	0.00000	0.00132
4	0.99679	0.00192	0.00000	0.00000	0.00000	0.00130
5	0.99686	0.00187	0.00002	0.00000	0.00000	0.00127
6	0.99686	0.00187	0.00000	0.00000	0.00000	0.00127
7	0.99733	0.00137	0.00010	0.00002	0.00002	0.00125
8	0.99709	0.00167	0.00005	0.00002	0.00000	0.00122
9	0.99723	0.00152	0.00002	0.00002	0.00000	0.00122
10	0.99666	0.00212	0.00005	0.00002	0.00000	0.00120
11	0.99661	0.00212	0.00002	0.00010	0.00000	0.00117
12	0.99723	0.00157	0.00010	0.00005	0.00000	0.00115
13	0.99701	0.00177	0.00005	0.00007	0.00000	0.00115
14	0.99679	0.00207	0.00012	0.00005	0.00000	0.00110
15	0.99716	0.00169	0.00005	0.00005	0.00000	0.00110
16	0.99696	0.00189	0.00002	0.00005	0.00000	0.00110
17	0.99776	0.00127	0.00000	0.00002	0.00000	0.00095
18	0.99726	0.00177	0.00002	0.00005	0.00000	0.00092
19	0.99706	0.00202	0.00005	0.00002	0.00000	0.00090
20	0.99716	0.00189	0.00007	0.00005	0.00000	0.00090
21	0.99733	0.00174	0.00002	0.00002	0.00000	0.00090
22	0.99726	0.00182	0.00000	0.00002	0.00000	0.00090
23	0.99726	0.00184	0.00005	0.00000	0.00000	0.00090
24	0.99738	0.00164	0.00002	0.00010	0.00000	0.00087
25	0.99718	0.00189	0.00002	0.00007	0.00000	0.00085
26	0.99699	0.00209	0.00002	0.00007	0.00000	0.00085
27	0.99726	0.00179	0.00000	0.00010	0.00000	0.00085
28	0.99731	0.00167	0.00010	0.00017	0.00000	0.00085
29	0.99738	0.00172	0.00000	0.00005	0.00000	0.00085
30	0.99746	0.00167	0.00005	0.00007	0.00000	0.00080
31	0.99753	0.00167	0.00002	0.00000	0.00000	0.00080
32	0.99756	0.00167	0.00010	0.00000	0.00000	0.00077
33	0.99741	0.00179	0.00005	0.00002	0.00000	0.00077
34	0.99736	0.00187	0.00007	0.00000	0.00000	0.00077
35	0.99778	0.00142	0.00005	0.00002	0.00000	0.00077
36	0.99748	0.00174	0.00005	0.00000	0.00000	0.00077
37	0.99743	0.00179	0.00010	0.00000	0.00000	0.00077
38	0.99738	0.00189	0.00000	0.00000	0.00000	0.00072
39	0.99771	0.00157	0.00007	0.00000	0.00000	0.00072
40	0.99761	0.00172	0.00005	0.00000	0.00000	0.00067
41	0.99761	0.00177	0.00002	0.00000	0.00000	0.00062
42	0.99773	0.00167	0.00007	0.00000	0.00000	0.00060
43	0.99768	0.00172	0.00000	0.00000	0.00000	0.00060
44	0.99795	0.00145	0.00002	0.00000	0.00000	0.00060
45	0.99748	0.00190	0.00000	0.00002	0.00000	0.00060
46	0.99765	0.00180	0.00007	0.00000	0.00000	0.00055
47	0.99760	0.00185	0.00005	0.00000	0.00000	0.00055
48	0.99753	0.00192	0.00002	0.00000	0.00002	0.00052
49	0.99743	0.00207	0.00000	0.00000	0.00000	0.00050
50	0.99765	0.00185	0.00005	0.00000	0.00000	0.00050
51	0.99740	0.00210	0.00005	0.00000	0.00000	0.00050
52	0.99760	0.00195	0.00000	0.00000	0.00000	0.00045
53	0.99833	0.00127	0.00000	0.00000	0.00000	0.00040
54	0.99758	0.00210	0.00000	0.00000	0.00000	0.00032
55	0.99778	0.00190	0.00000	0.00000	0.00000	0.00032
56	0.99772	0.00200	0.00003	0.00003	0.00000	0.00025
57	0.99812	0.00165	0.00003	0.00000	0.00000	0.00023
58	0.99760	0.00220	0.00005	0.00000	0.00000	0.00020
59	0.99805	0.00183	0.00000	0.00000	0.00000	0.00013
60	0.99795	0.00195	0.00000	0.00000	0.00000	0.00010
61	0.99802	0.00188	0.00003	0.00000	0.00000	0.00010
62	0.99810	0.00180	0.00008	0.00000	0.00000	0.00010
63	0.99807	0.00188	0.00003	0.00000	0.00000	0.00005
64	0.99790	0.00203	0.00005	0.00003	0.00000	0.00005
65	0.99815	0.00183	0.00003	0.00000	0.00000	0.00003
