Sequence_Name	Extraction_ID
PaA0100106G	Par-ARag_001-Ex1-6G-lcwgs-2-T
PaA0100206H	Par-ARag_002-Ex1-6H-lcwgs-2-T
PaA0100607C	Par-ARag_006-Ex1-7C-lcwgs-2-T
PaA0100707D	Par-ARag_007-Ex1-7D-lcwgs-2-T
PaA0100807E	Par-ARag_008-Ex1-7E-lcwgs-2-T
PaA0100907F	Par-ARag_009-Ex1-7F-lcwgs-2-T
PaA0101007G	Par-ARag_010-Ex1-7G-lcwgs-2-T
PaA0101107H	Par-ARag_011-Ex1-7H-lcwgs-2-T
PaA0101208A	Par-ARag_012-Ex1-8A-lcwgs-2-T
PaA0101308B	Par-ARag_013-Ex1-8B-lcwgs-2-T
PaA0101408C	Par-ARag_014-Ex1-8C-lcwgs-2-T
PaA0101708E	Par-ARag_017-Ex1-8E-lcwgs-2-T
PaA0101908F	Par-ARag_019-Ex1-8F-lcwgs-2-T
PaA0102008G	Par-ARag_020-Ex1-8G-lcwgs-2-T
PaA0102108H	Par-ARag_021-Ex1-8H-lcwgs-2-T
PaA0102209A	Par-ARag_022-Ex1-9A-lcwgs-2-T
PaA0102509D	Par-ARag_025-Ex1-9D-lcwgs-2-T
PaA0102709F	Par-ARag_027-Ex1-9F-lcwgs-2-T
PaA0102809G	Par-ARag_028-Ex1-9G-lcwgs-2-T
PaA0102909H	Par-ARag_029-Ex1-9H-lcwgs-2-T
PaA0103010A	Par-ARag_030-Ex1-10A-lcwgs-2-T
PaC0108502D	Par-CPas_085-Ex1-2D3F-lcwgs-1and2-T
PaC0102702E	Par-CPas_027-Ex1-2E-lcwgs-1-T
PaC0101302F	Par-CPas_013-Ex1-2F3G-lcwgs-1and2-T
PaC0103502G	Par-CPas_035-Ex1-2G3H-lcwgs-1and2-T
PaC0104702H	Par-CPas_047-Ex1-2H-lcwgs-1-T
PaC0105903A	Par-CPas_059-Ex1-3A-lcwgs-1-T
PaC0102803C	Par-CPas_028-Ex1-3C-lcwgs-1-T
PaC0106103D	Par-CPas_061-Ex1-3D-lcwgs-1-T
PaC0106503E	Par-CPas_065-Ex1-3E-lcwgs-1-T
PaC0108403F	Par-CPas_084-Ex1-3F4F-lcwgs-1and2-T
PaC0104603G	Par-CPas_046-Ex1-3G-lcwgs-1-T
PaC0101803H	Par-CPas_018-Ex1-3H4H-lcwgs-1and2-T
PaC0108304A	Par-CPas_083-Ex1-4A-lcwgs-1-T
PaC0104904B	Par-CPas_049-Ex1-4B-lcwgs-1-T
PaC0107004C	Par-CPas_070-Ex1-4C2D-lcwgs-1and2-T
PaC0103804D	Par-CPas_038-Ex1-4D-lcwgs-1-T
PaC0104804E	Par-CPas_048-Ex1-4E-lcwgs-1-T
PaC0105504F	Par-CPas_055-Ex1-4F5E-lcwgs-1and2-T
PaC0107404G	Par-CPas_074-Ex1-4G-lcwgs-1-T
PaC0106804H	Par-CPas_068-Ex1-4H-lcwgs-1-T
PaC0101005A	Par-CPas_010-Ex1-5A-lcwgs-1-T
PaC0106905B	Par-CPas_069-Ex1-5B-lcwgs-1-T
PaC0100305C	Par-CPas_003-Ex1-5C-lcwgs-1-T
PaC0105805D	Par-CPas_058-Ex1-5D-lcwgs-1-T
PaC0106205E	Par-CPas_062-Ex1-5E-lcwgs-1-T
PaC0103305F	Par-CPas_033-Ex1-5F-lcwgs-1-T
PaC0107605G	Par-CPas_076-Ex1-5G-lcwgs-1-T
PaC0108705H	Par-CPas_087-Ex1-5H-lcwgs-1-T
PaC0102006A	Par-CPas_020-Ex1-6A-lcwgs-1-T
PaC0107106B	Par-CPas_071-Ex1-6B-lcwgs-1-T
PaC0106406C	Par-CPas_064-Ex1-6C6D-lcwgs-1and2-T
PaC0107206D	Par-CPas_072-Ex1-6D6E-lcwgs-1and2-T
PaC0100806E	Par-CPas_008-Ex1-6E6F-lcwgs-1and2-T
PaC0101606F	Par-CPas_016-Ex1-6F6G-lcwgs-1and2-T
PaC0108206G	Par-CPas_082-Ex1-6G6H-lcwgs-1and2-T
PaC0104506H	Par-CPas_045-Ex1-6H7A-lcwgs-1and2-T
PaC0103707C	Par-CPas_037-Ex1-7C7D-lcwgs-1and2-T
PaC0100407D	Par-CPas_004-Ex1-7D7E-lcwgs-1and2-T
PaC0106707E	Par-CPas_067-Ex1-7E7F-lcwgs-1and2-T
PaC0104307F	Par-CPas_043-Ex1-7F7G-lcwgs-1and2-T
PaC0107707G	Par-CPas_077-Ex1-7G7H-lcwgs-1and2-T
PaC0101507H	Par-CPas_015-Ex1-7H-lcwgs-1-T
PaC0107508A	Par-CPas_075-Ex1-8A8B-lcwgs-1and2-T
PaC0106308B	Par-CPas_063-Ex1-8B8C-lcwgs-1and2-T
PaC0107908C	Par-CPas_079-Ex1-8C-lcwgs-1-T
PaC0104408D	Par-CPas_044-Ex1-8D-lcwgs-1-T
PaC0107308E	Par-CPas_073-Ex1-8E8F-lcwgs-1and2-T
PaC0104108F	Par-CPas_041-Ex1-8F-lcwgs-1-T
PaC0106608G	Par-CPas_066-Ex1-8G-lcwgs-1-T
PaC0102308H	Par-CPas_023-Ex1-8H-lcwgs-1-T
