pos	5pC>T
1	0.0048138915155162
2	0.00500275575528893
3	0.00481645404842489
4	0.00537126160192506
5	0.00357542862065995
6	0.00451565281577005
7	0.00381205294042061
8	0.00429458287269326
9	0.00476128074083781
10	0.00406222990492653
11	0.00480412281084858
12	0.0035585644230352
13	0.00469999121496969
14	0.00437059154441992
15	0.00398336616327424
16	0.00373952288845906
17	0.00369886858137511
18	0.00381100861807631
19	0.00453955901426719
20	0.00504549570917245
21	0.00373961821107101
22	0.00371114215857492
23	0.00367583463068673
24	0.0040234409166448
25	0.00364098964730655
