# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	170	202
+	169	197
+	110	227
+	237	119
+	99	197
+	173	199
+	196	179
+	114	212
+	167	224
+	168	207
+	42	4
+	94	205
+	165	211
+	140	245
+	126	240
+	183	173
+	207	152
+	133	254
+	233	115
+	188	176
+	117	243
+	149	233
+	89	175
+	64	81
+	104	223
+	90	193
+	171	176
+	145	261
+	71	117
+	220	129
+	128	234
+	132	228
+	259	93
+	112	235
+	75	127
+	203	162
+	181	212
+	141	237
+	221	131
+	164	223
+	127	235
+	191	159
+	135	251
+	218	130
+	74	107
+	179	175
+	143	231
+	212	137
+	201	163
+	251	94
+	111	236
+	147	251
+	227	114
+	178	178
+	129	229
+	161	185
+	151	241
+	223	114
+	124	245
+	235	116
+	106	189
+	108	241
+	210	154
+	113	225
+	214	148
+	159	235
+	217	117
+	186	190
+	115	229
+	59	47
+	85	185
+	175	219
+	162	231
+	123	234
+	148	220
+	252	91
+	50	20
+	185	176
+	211	148
+	239	92
+	100	184
+	187	177
+	172	192
+	199	156
+	101	237
+	102	197
+	68	87
+	219	131
+	86	157
+	152	237
+	97	206
+	255	80
+	177	203
+	134	220
+	120	231
+	142	252
+	166	202
+	131	251
+	154	220
+	98	210
+	174	220
+	231	116
+	119	238
+	118	210
+	206	153
+	202	170
+	205	141
+	194	160
+	78	133
+	247	90
+	136	238
+	125	250
+	215	134
+	82	173
+	258	92
+	144	237
+	189	188
+	146	197
+	70	90
+	52	16
+	176	211
+	76	119
+	242	98
+	81	138
+	121	226
+	95	193
+	230	121
+	107	237
+	158	234
+	232	108
+	228	133
+	137	220
+	73	120
+	65	69
+	130	256
+	160	209
+	77	151
+	55	34
+	69	84
+	138	227
+	66	81
+	216	132
+	254	94
+	197	129
+	182	197
+	103	201
+	150	252
+	93	214
+	83	137
+	67	86
+	250	93
+	241	117
+	256	81
+	116	223
+	91	174
+	139	257
+	222	118
+	209	160
+	226	112
+	80	138
+	190	181
+	157	216
+	57	34
+	195	156
+	208	153
+	236	116
+	193	165
+	109	203
+	213	141
+	224	131
+	72	100
+	184	191
+	248	102
+	79	148
+	122	230
+	238	98
+	244	101
+	253	94
+	245	91
+	92	188
+	234	119
+	156	215
+	153	243
+	155	228
+	53	20
+	51	23
+	58	37
+	45	6
+	257	80
+	163	190
+	105	217
+	200	165
+	225	116
+	88	192
+	240	106
+	192	195
+	249	102
+	198	163
+	96	197
+	87	155
+	62	51
+	180	164
+	84	149
+	40	6
+	31	1
+	60	48
+	63	67
+	56	23
+	204	135
+	246	90
+	47	10
+	49	19
+	229	103
+	243	86
+	35	3
+	27	1
+	61	59
+	48	16
+	54	29
+	30	5
+	41	3
+	260	2
+	39	4
+	34	1
+	46	12
+	44	8
+	43	6
+	38	2
+	33	1
+	36	1
+	261	1
-	54	22
-	210	160
-	206	170
-	248	96
-	198	162
-	190	165
-	101	194
-	171	204
-	193	154
-	112	220
-	164	205
-	160	235
-	247	96
-	108	198
-	209	151
-	127	254
-	204	165
-	138	239
-	186	191
-	121	243
-	97	226
-	140	242
-	70	103
-	243	98
-	86	187
-	84	166
-	200	158
-	89	182
-	255	89
-	72	123
-	111	216
-	134	236
-	157	219
-	117	235
-	142	241
-	218	161
-	65	65
-	220	139
-	201	154
-	192	202
-	144	211
-	176	199
-	211	140
-	254	72
-	188	188
-	153	233
-	170	203
-	165	219
-	169	201
-	135	241
-	191	162
-	185	179
-	150	197
-	105	197
-	100	179
-	172	202
-	179	175
-	250	97
-	217	144
-	109	207
-	74	126
-	96	183
-	104	199
-	49	13
-	167	187
-	93	187
-	88	163
-	95	192
-	168	211
-	174	199
-	106	226
-	126	223
-	213	134
-	147	233
-	202	160
-	139	236
-	177	195
-	230	129
-	123	251
-	114	206
-	115	257
-	68	76
-	155	261
-	92	166
-	99	194
-	149	239
-	122	264
-	187	174
-	128	232
-	152	234
-	143	230
-	178	200
-	195	164
-	258	79
-	159	211
-	102	206
-	208	148
-	216	113
-	141	222
-	196	151
-	132	257
-	118	234
-	231	121
-	69	83
-	125	248
-	146	221
-	131	246
-	223	124
-	203	149
-	244	84
-	39	4
-	80	146
-	58	28
-	219	137
-	221	141
-	251	95
-	252	85
-	129	235
-	116	229
-	227	102
-	151	213
-	133	254
-	181	188
-	78	149
-	199	164
-	238	117
-	76	136
-	184	187
-	136	215
-	224	146
-	75	116
-	64	68
-	156	230
-	189	164
-	55	31
-	113	257
-	175	196
-	91	183
-	235	120
-	71	101
-	85	145
-	60	49
-	77	126
-	158	215
-	53	24
-	94	193
-	241	107
-	232	95
-	234	99
-	162	227
-	233	112
-	67	75
-	240	99
-	98	197
-	81	138
-	180	216
-	103	193
-	197	156
-	137	241
-	194	147
-	110	219
-	182	177
-	161	205
-	214	136
-	90	202
-	119	239
-	215	122
-	57	25
-	63	59
-	226	117
-	87	144
-	253	82
-	79	137
-	73	110
-	48	9
-	229	99
-	239	122
-	163	225
-	207	145
-	256	78
-	183	200
-	145	235
-	82	167
-	130	244
-	242	105
-	259	77
-	173	191
-	124	230
-	107	203
-	212	149
-	246	97
-	120	226
-	148	240
-	154	231
-	166	214
-	245	91
-	47	6
-	61	49
-	228	116
-	260	5
-	257	86
-	249	105
-	41	5
-	59	45
-	237	116
-	66	75
-	83	170
-	50	12
-	236	98
-	46	6
-	45	12
-	205	160
-	222	115
-	42	8
-	52	11
-	51	11
-	62	55
-	225	110
-	56	21
-	36	3
-	38	3
-	43	7
-	33	2
-	44	10
-	37	1
-	25	1
-	32	1
-	27	1
-	40	3
-	34	1
-	31	1
