# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	60	249
+	170	106
+	50	131
+	78	649
+	175	87
+	157	159
+	106	445
+	89	561
+	85	649
+	81	629
+	66	450
+	76	590
+	132	281
+	80	581
+	96	590
+	171	96
+	73	563
+	226	13
+	148	168
+	90	584
+	114	401
+	127	315
+	118	355
+	94	557
+	111	422
+	121	328
+	95	528
+	55	169
+	153	164
+	162	111
+	128	299
+	126	345
+	39	62
+	62	314
+	140	232
+	77	639
+	68	535
+	59	226
+	64	408
+	74	569
+	120	377
+	75	623
+	86	638
+	91	532
+	87	566
+	192	50
+	40	66
+	146	205
+	82	611
+	101	492
+	116	362
+	151	153
+	67	459
+	143	204
+	53	149
+	182	78
+	186	57
+	61	299
+	164	111
+	202	48
+	180	86
+	56	193
+	198	49
+	97	552
+	100	535
+	72	578
+	65	433
+	152	176
+	130	253
+	84	646
+	108	479
+	191	63
+	70	526
+	119	372
+	104	462
+	69	567
+	99	534
+	145	198
+	52	111
+	93	548
+	98	541
+	49	92
+	102	504
+	150	192
+	103	467
+	71	573
+	144	199
+	155	158
+	187	60
+	133	263
+	113	391
+	147	191
+	124	393
+	88	602
+	125	333
+	107	445
+	79	581
+	92	581
+	115	389
+	110	432
+	135	237
+	109	436
+	137	255
+	63	322
+	189	53
+	54	191
+	131	291
+	141	233
+	168	107
+	174	96
+	83	621
+	112	415
+	185	68
+	105	467
+	47	106
+	172	105
+	58	229
+	149	162
+	139	241
+	138	238
+	219	18
+	134	301
+	46	84
+	205	35
+	48	93
+	225	23
+	190	54
+	122	363
+	42	60
+	161	126
+	117	343
+	179	72
+	197	49
+	193	51
+	167	116
+	142	227
+	26	5
+	169	96
+	159	138
+	123	331
+	156	134
+	203	40
+	136	246
+	208	26
+	195	42
+	181	73
+	177	67
+	165	105
+	194	39
+	257	8
+	158	139
+	129	304
+	51	115
+	45	88
+	201	40
+	235	7
+	57	209
+	188	56
+	41	52
+	163	126
+	204	33
+	166	112
+	176	77
+	160	138
+	236	17
+	173	103
+	210	34
+	178	79
+	184	70
+	154	138
+	29	4
+	44	70
+	199	46
+	218	20
+	34	19
+	233	16
+	217	23
+	216	31
+	242	9
+	36	33
+	35	26
+	183	53
+	209	24
+	200	43
+	43	58
+	196	48
+	229	12
+	241	11
+	254	10
+	239	14
+	244	9
+	238	12
+	33	26
+	248	8
+	30	16
+	37	45
+	228	16
+	221	23
+	222	21
+	207	41
+	232	20
+	211	31
+	38	27
+	250	10
+	206	29
+	258	5
+	224	22
+	255	9
+	245	9
+	237	14
+	231	10
+	234	9
+	251	9
+	28	8
+	215	16
+	214	20
+	249	6
+	223	20
+	227	13
+	213	24
+	220	16
+	246	14
+	32	14
+	31	15
+	247	6
+	256	7
+	243	6
+	212	31
+	240	15
+	27	3
+	252	7
+	253	8
+	25	4
+	230	6
+	259	5
-	168	107
-	84	617
-	119	382
-	98	520
-	126	303
-	132	289
-	141	226
-	182	74
-	66	457
-	74	588
-	91	524
-	76	608
-	65	440
-	110	409
-	67	499
-	87	579
-	177	96
-	80	643
-	83	583
-	158	141
-	85	588
-	90	578
-	71	594
-	144	247
-	138	251
-	72	593
-	150	172
-	82	637
-	148	205
-	191	51
-	107	436
-	57	239
-	77	617
-	115	347
-	68	484
-	163	111
-	137	254
-	122	325
-	96	548
-	54	174
-	164	98
-	140	235
-	43	67
-	102	465
-	151	151
-	118	361
-	70	562
-	73	616
-	121	356
-	99	520
-	48	106
-	207	31
-	111	422
-	81	612
-	69	566
-	169	88
-	129	319
-	185	74
-	53	141
-	165	131
-	97	516
-	136	267
-	94	554
-	175	99
-	101	496
-	146	203
-	75	576
-	86	605
-	95	510
-	58	226
-	127	328
-	149	193
-	200	53
-	112	401
-	104	478
-	139	237
-	131	281
-	106	446
-	38	36
-	194	48
-	155	155
-	108	448
-	93	576
-	178	68
-	120	392
-	78	626
-	92	525
-	61	311
-	145	189
-	166	110
-	100	522
-	123	329
-	49	123
-	156	180
-	79	621
-	128	290
-	195	40
-	113	414
-	60	273
-	208	38
-	116	359
-	64	392
-	105	442
-	88	606
-	109	464
-	62	308
-	130	284
-	173	83
-	154	159
-	114	385
-	55	165
-	125	330
-	117	390
-	56	188
-	103	474
-	89	582
-	160	144
-	147	193
-	224	21
-	133	266
-	198	45
-	46	98
-	152	178
-	209	22
-	189	47
-	63	357
-	59	227
-	134	256
-	202	47
-	159	144
-	205	31
-	44	77
-	239	9
-	42	81
-	124	324
-	174	81
-	192	65
-	183	63
-	162	133
-	143	223
-	176	80
-	201	36
-	153	182
-	142	210
-	50	124
-	254	11
-	199	39
-	161	134
-	172	110
-	196	48
-	41	57
-	170	105
-	218	24
-	216	27
-	206	38
-	157	131
-	215	21
-	135	244
-	37	46
-	180	93
-	179	72
-	220	21
-	51	130
-	190	57
-	167	91
-	211	21
-	243	9
-	244	12
-	39	57
-	204	35
-	187	82
-	33	15
-	34	20
-	181	77
-	212	37
-	258	7
-	197	45
-	203	34
-	184	67
-	219	15
-	231	14
-	188	52
-	193	43
-	52	117
-	255	7
-	40	60
-	171	105
-	221	18
-	47	82
-	210	34
-	32	9
-	236	11
-	253	14
-	214	27
-	226	17
-	30	18
-	36	36
-	186	67
-	235	13
-	45	89
-	222	16
-	228	18
-	223	27
-	227	23
-	217	15
-	245	7
-	229	11
-	230	13
-	246	11
-	213	26
-	232	9
-	241	8
