#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	14360764	13280702	92.48	23339	0.16	8476	0.06	88675	0.62	959572	6.68
Ecoli	14360764	14360760	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	14360764	14360764	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	14360764	14360758	100.00	0	0.00	0	0.00	0	0.00	6	0.00
Vectors	14360764	14226148	99.06	29	0.00	6	0.00	3758	0.03	130823	0.91
Bacteria_24k	14360764	13844325	96.40	1727	0.01	1096	0.01	51209	0.36	462407	3.22
Protists_1k	14360764	13036539	90.77	71700	0.50	142262	0.99	32443	0.23	1077820	7.51
Viruses	14360764	13786133	95.99	956	0.01	282	0.00	50982	0.36	522411	3.64
Fungi_RefSeq_release	14360764	13362631	93.06	13247	0.09	2985	0.02	93815	0.65	888086	6.18
Coral	14360764	13747472	95.73	2547	0.02	1264	0.01	83368	0.58	526113	3.66
Bird	14360764	13590542	94.64	10437	0.07	1775	0.01	102884	0.72	655126	4.56
Plant	14360764	13594201	94.65	3755	0.03	877	0.01	74440	0.52	687491	4.79

%Hit_no_genomes: 90.00
