pos	3pG>A
1	0.0338645418326693
2	0.0341506129597198
3	0.0189423835832676
4	0.0148760330578512
5	0.017632241813602
6	0.0155535224153705
7	0.0203735144312394
8	0.027027027027027
9	0.020253164556962
10	0.014760147601476
11	0.0148392415498763
12	0.00921273031825796
13	0.0219594594594595
14	0.0119760479041916
15	0.0193439865433137
16	0.0141078838174274
17	0.0152027027027027
18	0.0110356536502547
19	0.0104838709677419
20	0.015017667844523
21	0.01285140562249
22	0.0180102915951973
23	0.0187393526405451
24	0.0155172413793103
25	0.0123051681706317
