Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Snippy_mqc-generalstats-snippy-VariantTotal
Hte-ABur_001-Ex1-1A-lcwgs-1-T.clmp.r1r2_fastp	2.0741300000000003	0.962623	13792323.0	0.458467	98.95907989488414	0.8685710385311081	
Hte-ABur_002-Ex1-1B-lcwgs-1-T.clmp.r1r2_fastp	0.963468	0.964703	1139304.0	0.423758	98.4332793084819	1.7107869620025213	
Hte-ABur_003-Ex1-1C-lcwgs-1-T.clmp.r1r2_fastp	3.1745200000000002	0.952379	15419360.0	0.633114	98.25072411885313	0.567904448856055	
Hte-ABur_004-Ex1-1D-lcwgs-1-T.clmp.r1r2_fastp	0.9860000000000001	0.977554	290257463.0	0.419405	99.46832660354487	1.3606470248704787	
Hte-ABur_005-Ex1-1E-lcwgs-1-T.clmp.r1r2_fastp	0.252476	0.958711	1035171.0	0.431947	98.24852507374632	1.8067846607669618	
Hte-ABur_006-Ex1-1F-lcwgs-1-T.clmp.r1r2_fastp	0.36686	0.957009	657336.0	0.42277	98.66071428571429	2.0535714285714284	
Hte-ABur_007-Ex1-1G-lcwgs-1-T.clmp.r1r2_fastp	2.55278	0.94928	5229881.0	0.606555	98.03316444035008	0.842929525564256	
Hte-ABur_008-Ex1-1H-lcwgs-1-T.clmp.r1r2_fastp	0.765203	0.960865	516659.0	0.474568	98.50334777471446	1.2997243009058685	
Hte-ABur_009-Ex1-2A-lcwgs-1-T.clmp.r1r2_fastp	1.2779099999999999	0.956918	1825543.0	0.452651	98.61895040230576	1.236940074456587	
Hte-ABur_010-Ex1-2B-lcwgs-1-T.clmp.r1r2_fastp	0.32474600000000003	0.960183	933176.0	0.417698	97.94290512174642	1.364399664147775	
Hte-ABur_011-Ex1-2C-lcwgs-1-T.clmp.r1r2_fastp	3.2141900000000003	0.95632	39148975.0	0.441813	98.2775819644876	0.3697546053069096	
Hte-ABur_012-Ex1-2D-lcwgs-1-T.clmp.r1r2_fastp	0.845487	0.95866	2067798.0	0.460217	98.32008852228145	1.3278342219092647	
Hte-ABur_013-Ex1-2E-lcwgs-1-T.clmp.r1r2_fastp	2.1235	0.967995	98353563.0	0.442672	99.01613586135836	0.8840092708391969	
Hte-ABur_014-Ex1-2F-lcwgs-1-T.clmp.r1r2_fastp	0.427862	0.959721	1256770.0	0.41725	98.33441138421733	1.6979301423027167	
Hte-ABur_015-Ex1-2G-lcwgs-1-T.clmp.r1r2_fastp	2.41567	0.957039	5456911.0	0.450068	98.3149884495176	0.6794401413235494	
Hte-ABur_016-Ex1-2H-lcwgs-1-T.clmp.r1r2_fastp	1.90095	0.966087	7097170.0	0.391145	98.98947070878383	0.7808635432124937	
Hte-ABur_017-Ex1-3A-lcwgs-1-T.clmp.r1r2_fastp	1.02545	0.977976	97336210.0	0.423266	99.44296346376782	1.3560312249108502	
Hte-ABur_018-Ex1-3B-lcwgs-1-T.clmp.r1r2_fastp	2.26593	0.954452	3819947.0	0.553835	98.01955839842549	0.8549111261455195	
Hte-ABur_019-Ex1-3C-lcwgs-1-T.clmp.r1r2_fastp	1.65023	0.969625	47871314.0	0.42788	99.05154325544356	1.0410654927277525	
Hte-ABur_020-Ex1-3D-lcwgs-1-T.clmp.r1r2_fastp	2.34069	0.962405	45771841.0	0.509448	98.75417087174237	0.9063648347827767	
Hte-ABur_021-Ex1-3E-lcwgs-1-T.clmp.r1r2_fastp	1.21315	0.976291	52135640.0	0.415916	99.32419649005972	1.2865240390800596	
Hte-ABur_022-Ex1-3F-lcwgs-1-T.clmp.r1r2_fastp	1.41103	0.9678	9173309.0	0.432937	98.92322097378276	1.1191367932940965	
Hte-ABur_023-Ex1-3G-lcwgs-1-T.clmp.r1r2_fastp	1.0329899999999999	0.974869	25911001.0	0.409698	99.28003199857784	1.250314800823667	
Hte-ABur_024-Ex1-3H-lcwgs-1-T.clmp.r1r2_fastp	0.190944	0.957798	773011.0	0.428143	98.17184643510055	1.2797074954296161	
Hte-ABur_025-Ex1-4A-lcwgs-1-T.clmp.r1r2_fastp	0.163372	0.959143	1266170.0	0.412498	98.44066739435522	1.5281459535318884	
Hte-ABur_026-Ex1-4B-lcwgs-1-T.clmp.r1r2_fastp	1.13607	0.97414	30907213.0	0.429221	99.2023595318036	1.2205754141238012	
Hte-ABur_027-Ex1-4C-lcwgs-1-T.clmp.r1r2_fastp	1.9969000000000001	0.961111	36226445.0	0.426781	99.03329752953813	0.9418282548476453	
Hte-ABur_028-Ex1-4D-lcwgs-1-T.clmp.r1r2_fastp	2.40358	0.959316	39550036.0	0.510889	98.41220313438284	0.8992805755395683	
Hte-ABur_029-Ex1-4E-lcwgs-1-T.clmp.r1r2_fastp	1.28988	0.970033	22401140.0	0.423604	99.0738836991016	1.192508827604702	
Hte-ABur_030-Ex1-4F-lcwgs-1-T.clmp.r1r2_fastp	1.97197	0.956343	5349275.0	0.510599	97.95501891926364	1.2414438161642787	
Hte-ABur_031-Ex1-4G-lcwgs-1-T.clmp.r1r2_fastp	1.20086	0.965732	6840170.0	0.412922	98.72878760031857	1.0721068431048215	
Hte-ABur_032-Ex1-4H-lcwgs-1-T.clmp.r1r2_fastp	1.62209	0.957098	7828097.0	0.346612	98.84299546513053	1.0246353719818606	
Hte-ABur_034-Ex1-5B-lcwgs-1-T.clmp.r1r2_fastp	1.8950600000000002	0.957476	3947999.0	0.469654	97.61904761904762	1.6450733037845209	
Hte-ABur_035-Ex1-5C-lcwgs-1-T.clmp.r1r2_fastp	3.23792	0.952987	15844609.0	0.572986	98.07872614299107	0.4386034611534	
Hte-ABur_036-Ex1-5D-lcwgs-1-T.clmp.r1r2_fastp	1.60377	0.967824	22446465.0	0.439578	99.03078341737135	1.0427907159253664	
Hte-ABur_037-Ex1-5E-lcwgs-1-T.clmp.r1r2_fastp	1.56083	0.970031	54509362.0	0.418935	99.12721686915236	1.1241446725317694	
Hte-ABur_038-Ex1-5F-lcwgs-1-T.clmp.r1r2_fastp	2.38882	0.9586	48516129.0	0.415159	98.55732689132992	0.913047477500593	
Hte-ABur_039-Ex1-5G-lcwgs-1-T.clmp.r1r2_fastp	4.31762	0.945126	31025546.0	0.597383	97.3203430622524	0.6723953982681476	
