Sequence_Name	Extraction_ID
SoA0200101A	Sob-APnd_001-Ex1-1A-lcwgs-1-T
SoA0201301B	Sob-APnd_013-Ex1-1B-lcwgs-1-T
SoA0202501C	Sob-APnd_025-Ex1-1C-lcwgs-1-T
SoA0203701D	Sob-APnd_037-Ex1-1D-lcwgs-1-T
SoA0204901E	Sob-APnd_049-Ex1-1E-lcwgs-1-T
SoA0206101F	Sob-APnd_061-Ex1-1F-lcwgs-1-T
SoA0207301G	Sob-APnd_073-Ex1-1G-lcwgs-1-T
SoA0208501H	Sob-APnd_085-Ex1-1H-lcwgs-1-T
SoA0200202A	Sob-APnd_002-Ex1-2A-lcwgs-1-T
SoA0201402B	Sob-APnd_014-Ex1-2B-lcwgs-1-T
SoA0202602C	Sob-APnd_026-Ex1-2C-lcwgs-1-T
SoA0203802D	Sob-APnd_038-Ex1-2D-lcwgs-1-T
SoA0205002E	Sob-APnd_050-Ex1-2E-lcwgs-1-T
SoA0206202F	Sob-APnd_062-Ex1-2F-lcwgs-1-T
SoA0207402G	Sob-APnd_074-Ex1-2G-lcwgs-1-T
SoA0208602H	Sob-APnd_086-Ex1-2H-lcwgs-1-T
SoA0200303A	Sob-APnd_003-Ex1-3A-lcwgs-1-T
SoA0201503B	Sob-APnd_015-Ex1-3B-lcwgs-1-T
SoA0202703C	Sob-APnd_027-Ex1-3C-lcwgs-1-T
SoA0203903D	Sob-APnd_039-Ex1-3D-lcwgs-1-T
SoA0205103E	Sob-APnd_051-Ex1-3E-lcwgs-1-T
SoA0206303F	Sob-APnd_063-Ex1-3F-lcwgs-1-T
SoA0207503G	Sob-APnd_075-Ex1-3G-lcwgs-1-T
SoA0208703H	Sob-APnd_087-Ex1-3H-lcwgs-1-T
SoA0200404A	Sob-APnd_004-Ex1-4A-lcwgs-1-T
SoA0201604B	Sob-APnd_016-Ex1-4B-lcwgs-1-T
SoA0202804C	Sob-APnd_028-Ex1-4C-lcwgs-1-T
SoA0204004D	Sob-APnd_040-Ex1-4D-lcwgs-1-T
SoA0205204E	Sob-APnd_052-Ex1-4E-lcwgs-1-T
SoA0206404F	Sob-APnd_064-Ex1-4F-lcwgs-1-T
SoA0207604G	Sob-APnd_076-Ex1-4G-lcwgs-1-T
SoA0208804H	Sob-APnd_088-Ex1-4H-lcwgs-1-T
SoA0200505A	Sob-APnd_005-Ex1-5A-lcwgs-1-T
SoA0201705B	Sob-APnd_017-Ex1-5B-lcwgs-1-T
SoA0202905C	Sob-APnd_029-Ex1-5C-lcwgs-1-T
SoA0204105D	Sob-APnd_041-Ex1-5D-lcwgs-1-T
SoA0205305E	Sob-APnd_053-Ex1-5E-lcwgs-1-T
SoA0206505F	Sob-APnd_065-Ex1-5F-lcwgs-1-T
SoA0207805G	Sob-APnd_078-Ex1-5G-lcwgs-1-T
SoA0209005H	Sob-APnd_090-Ex1-5H-lcwgs-1-T
SoA0200606A	Sob-APnd_006-Ex1-6A-lcwgs-1-T
SoA0201806B	Sob-APnd_018-Ex1-6B-lcwgs-1-T
SoA0203006C	Sob-APnd_030-Ex1-6C-lcwgs-1-T
SoA0204206D	Sob-APnd_042-Ex1-6D-lcwgs-1-T
SoA0205406E	Sob-APnd_054-Ex1-6E-lcwgs-1-T
SoA0206606F	Sob-APnd_066-Ex1-6F-lcwgs-1-T
SoA0207706G	Sob-APnd_077-Ex1-6G-lcwgs-1-T
SoA0208906H	Sob-APnd_089-Ex1-6H-lcwgs-1-T
SoA0200707A	Sob-APnd_007-Ex1-7A-lcwgs-1-T
SoA0201907B	Sob-APnd_019-Ex1-7B-lcwgs-1-T
SoA0203107C	Sob-APnd_031-Ex1-7C-lcwgs-1-T
SoA0204307D	Sob-APnd_043-Ex1-7D-lcwgs-1-T
SoA0205507E	Sob-APnd_055-Ex1-7E-lcwgs-1-T
SoA0206707F	Sob-APnd_067-Ex1-7F-lcwgs-1-T
SoA0207907G	Sob-APnd_079-Ex1-7G-lcwgs-1-T
SoA0209107H	Sob-APnd_091-Ex1-7H-lcwgs-1-T
SoA0200808A	Sob-APnd_008-Ex1-8A-lcwgs-1-T
SoA0202008B	Sob-APnd_020-Ex1-8B-lcwgs-1-T
SoA0203208C	Sob-APnd_032-Ex1-8C-lcwgs-1-T
SoA0204408D	Sob-APnd_044-Ex1-8D-lcwgs-1-T
SoA0205608E	Sob-APnd_056-Ex1-8E-lcwgs-1-T
SoA0206808F	Sob-APnd_068-Ex1-8F-lcwgs-1-T
SoA0208008G	Sob-APnd_080-Ex1-8G-lcwgs-1-T
SoA0209208H	Sob-APnd_092-Ex1-8H-lcwgs-1-T
SoA0200909A	Sob-APnd_009-Ex1-9A-lcwgs-1-T
SoA0202109B	Sob-APnd_021-Ex1-9B-lcwgs-1-T
SoA0203309C	Sob-APnd_033-Ex1-9C-lcwgs-1-T
SoA0204509D	Sob-APnd_045-Ex1-9D-lcwgs-1-T
SoA0205709E	Sob-APnd_057-Ex1-9E-lcwgs-1-T
SoA0206909F	Sob-APnd_069-Ex1-9F-lcwgs-1-T
SoA0208109G	Sob-APnd_081-Ex1-9G-lcwgs-1-T
SoA0209309H	Sob-APnd_093-Ex1-9H-lcwgs-1-T
SoA0201010A	Sob-APnd_010-Ex1-10A-lcwgs-1-T
SoA0202210B	Sob-APnd_022-Ex1-10B-lcwgs-1-T
SoA0203410C	Sob-APnd_034-Ex1-10C-lcwgs-1-T
SoA0204610D	Sob-APnd_046-Ex1-10D-lcwgs-1-T
SoA0205810E	Sob-APnd_058-Ex1-10E-lcwgs-1-T
SoA0207010F	Sob-APnd_070-Ex1-10F-lcwgs-1-T
SoA0208210G	Sob-APnd_082-Ex1-10G-lcwgs-1-T
SoA0209410H	Sob-APnd_094-Ex1-10H-lcwgs-1-T
SoA0201111A	Sob-APnd_011-Ex1-11A-lcwgs-1-T
SoA0202311B	Sob-APnd_023-Ex1-11B-lcwgs-1-T
SoA0203511C	Sob-APnd_035-Ex1-11C-lcwgs-1-T
SoA0204711D	Sob-APnd_047-Ex1-11D-lcwgs-1-T
SoA0205911E	Sob-APnd_059-Ex1-11E-lcwgs-1-T
SoA0207111F	Sob-APnd_071-Ex1-11F-lcwgs-1-T
SoA0208311G	Sob-APnd_083-Ex1-11G-lcwgs-1-T
SoA0209511H	Sob-APnd_095-Ex1-11H-lcwgs-1-T
SoA0201212A	Sob-APnd_012-Ex1-12A-lcwgs-1-T
SoA0202412B	Sob-APnd_024-Ex1-12B-lcwgs-1-T
SoA0203612C	Sob-APnd_036-Ex1-12C-lcwgs-1-T
SoA0204812D	Sob-APnd_048-Ex1-12D-lcwgs-1-T
SoA0206012E	Sob-APnd_060-Ex1-12E-lcwgs-1-T
SoA0207212F	Sob-APnd_072-Ex1-12F-lcwgs-1-T
SoA0208412G	Sob-APnd_084-Ex1-12G-lcwgs-1-T
SoA0209612H	Sob-APnd_096-Ex1-12H-lcwgs-1-T
SoC0703409A	Sob-CPnd_034-Ex1-9A-lcwgs-1-T
SoC0701409B	Sob-CPnd_014-Ex1-9B-lcwgs-1-T
SoC0704609C	Sob-CPnd_046-Ex1-9C-lcwgs-1-T
SoC0703609D	Sob-CPnd_036-Ex1-9D-lcwgs-1-T
SoC0702309E	Sob-CPnd_023-Ex1-9E-lcwgs-1-T
SoC0703509F	Sob-CPnd_035-Ex1-9F-lcwgs-1-T
SoC0704309G	Sob-CPnd_043-Ex1-9G-lcwgs-1-T
SoC0700609H	Sob-CPnd_006-Ex1-9H-lcwgs-1-T
SoC0701710A	Sob-CPnd_017-Ex1-10A-lcwgs-1-T
SoC0702510B	Sob-CPnd_025-Ex1-10B-lcwgs-1-T
SoC0704010C	Sob-CPnd_040-Ex1-10C-lcwgs-1-T
SoC0700510D	Sob-CPnd_005-Ex1-10D-lcwgs-1-T
SoC0702910E	Sob-CPnd_029-Ex1-10E-lcwgs-1-T
SoC0702710F	Sob-CPnd_027-Ex1-10F-lcwgs-1-T
SoC0703010G	Sob-CPnd_030-Ex1-10G-lcwgs-1-T
SoC0701810H	Sob-CPnd_018-Ex1-10H-lcwgs-1-T
SoC0704411A	Sob-CPnd_044-Ex1-11A-lcwgs-1-T
SoC0703111B	Sob-CPnd_031-Ex1-11B-lcwgs-1-T
